"County","Precinct
Number","Precinct Name","Voting
Age Pop.","VAP
White","VAP
Black","VAP
AIAN","VAP
Asian","VAP
HawPI","VAP
Other","VAP
Multi","VAP
HispWh","VAP
HispBl","VAP
HispOt","Total VAP Hispanic"
"Chesterfield","041205","Falling Creek",4297,2086,1538,41,330,4,258,40,146,23,269,438
"Chesterfield","041206","Belmont",2828,886,1359,26,22,1,500,34,279,38,536,853
"Chesterfield","041207","Chippenham",2019,934,866,6,36,2,161,14,148,15,166,329
"Chesterfield","041208","Meadowbrook",3730,1562,1572,35,117,3,408,33,94,24,424,542
"Chesterfield","041209","Salem Church",4444,3179,910,34,94,7,196,24,133,13,210,356
"Chesterfield","041210","Five Forks",3960,2205,1409,16,156,1,143,30,66,16,144,226
"Chesterfield","041211","Nash",3695,3170,362,12,133,2,7,9,47,4,9,60
"Chesterfield","041212","St. Lukes",2084,1439,495,16,64,4,53,13,46,6,59,111
"Chesterfield","041213","Southside",4692,1625,2520,36,181,3,288,39,174,27,296,497
"Chesterfield","041301","Ettrick",6350,1214,4953,32,37,1,49,64,43,67,53,163
"Chesterfield","041302","Deer Run",1449,1243,168,9,12,2,7,8,30,6,8,44
"Chesterfield","041303","Matoaca",4328,2639,1602,20,27,5,16,19,33,16,21,70
"Chesterfield","041304","Winfrees Store",4145,3449,564,31,50,1,30,20,42,8,30,80
"Chesterfield","041305","Beach",1342,1248,69,9,10,0,4,2,33,0,4,37
"Chesterfield","041306","Winterpock",3486,3106,294,27,30,1,20,8,32,2,18,52
"Chesterfield","041307","Cosby",3597,2911,411,14,190,1,53,17,74,6,55,135
"Chesterfield","041308","S. Manchester",3516,2448,755,36,145,5,96,31,88,9,110,207
"Chesterfield","041309","Skinquarter",4162,3631,258,10,215,3,24,21,71,7,24,102
"Chesterfield","041310","Tomahawk",3143,2813,193,16,82,0,25,14,52,4,23,79
"Chesterfield","041312","Evergreen",5120,4093,553,22,393,5,38,16,78,14,41,133
"Chesterfield","041313","Woolridge",3346,2946,253,6,123,1,12,5,69,5,13,87
"Chesterfield","041315","Bailey Bridge",4269,3560,554,28,74,0,35,18,71,11,38,120
"Chesterfield","041316","Spring Run",3428,2770,455,28,99,3,51,22,84,10,51,145
"Chesterfield","041317","Birkdale",3013,2473,357,8,139,2,24,10,41,3,28,72
"Chesterfield","041401","Harbour Pointe",1986,1689,213,18,60,0,2,4,22,1,10,33
"Chesterfield","041402","Genito",5894,4409,1024,38,281,9,102,31,120,13,112,245
"Chesterfield","041403","Brandermill",3424,2801,322,9,252,2,23,15,72,4,15,91
"Chesterfield","041404","Providence",3182,2206,709,29,111,1,109,17,79,6,121,206
"Chesterfield","041405","La Prade",3204,2442,500,23,144,2,74,19,43,6,74,123
"Chesterfield","041406","Smoketree",2353,2144,97,12,89,1,9,1,26,1,8,35
"Chesterfield","041407","Monacan",1604,1431,87,3,68,0,13,2,25,3,10,38
"Chesterfield","041408","Reams",4664,2840,1332,56,225,1,181,29,135,20,205,360
"Chesterfield","041409","Manchester",3595,1864,1449,28,67,5,152,30,85,16,163,264
"Chesterfield","041410","Wagstaff",1978,1458,404,14,58,0,37,7,50,3,42,95
"Chesterfield","041411","Swift Creek",3033,2725,206,17,63,0,18,4,54,1,18,73
"Chesterfield","041413","Shenandoah",3204,2255,666,33,123,5,97,25,96,8,107,211
"Chesterfield","041414","Crenshaw",3701,2833,596,36,84,3,130,19,114,9,142,265
"Chesterfield","041501","Huguenot",2686,2218,286,16,73,0,82,11,142,1,87,230
"Chesterfield","041502","Crestwood",1572,1427,71,14,42,3,7,8,14,0,9,23
"Chesterfield","041503","Midlothian",6360,5346,564,29,329,3,73,16,94,10,74,178
"Chesterfield","041504","Robious",3673,3297,123,5,232,0,9,7,39,1,6,46
"Chesterfield","041505","Bon Air",2963,2791,108,5,37,0,14,8,30,6,15,51
"Chesterfield","041506","Greenfield",3376,2711,397,8,191,0,55,14,101,5,51,157
"Chesterfield","041507","Salisbury",3615,3384,85,5,121,3,9,8,37,1,7,45
"Chesterfield","041508","Belgrade",2718,2222,319,20,126,1,22,8,45,5,26,76
"Chesterfield","041509","Cranbeck",2160,1631,314,16,155,0,33,11,40,12,42,94
"Chesterfield","041510","Sycamore",3084,2794,144,17,102,1,14,12,35,4,14,53
"Chesterfield","041511","Black Heath",1892,1782,40,6,57,2,4,1,19,0,3,22
"Chesterfield","041513","Beaufont",1701,780,620,12,68,8,190,23,175,19,204,398
"Chesterfield","041514","Watkins",3486,2964,231,21,236,2,26,6,68,3,22,93
"Chesterfield","041515","Davis",4368,1659,2142,34,77,1,410,45,210,33,437,680
"Clarke","043101","Russell",1934,1855,38,7,13,4,15,2,33,0,17,50
"Clarke","043201","Berryville",2590,2223,276,25,28,2,34,2,39,4,34,77
"Clarke","043301","Millwood",1416,1288,81,11,13,2,18,3,26,0,18,44
"Clarke","043302","Pine Grove",666,634,10,9,7,0,3,3,9,0,2,11
"Clarke","043401","White Post",2083,1861,169,9,14,1,23,6,27,0,20,47
"Clarke","043501","Buckmarsh",1545,1421,53,8,28,4,25,6,30,0,29,59
"Clarke","043502","Blue Ridge",579,557,6,9,6,0,1,0,5,0,3,8
"Craig","045101","Court House",787,781,2,1,2,0,1,0,2,0,1,3
"Craig","045201","Ammendale",671,669,0,2,0,0,0,0,3,0,0,3
"Craig","045202","North Mountain",134,132,0,0,2,0,0,0,1,0,0,1
"Craig","045301","Givens And Reynolds Store",486,480,1,3,0,1,1,0,2,0,0,2
"Craig","045302","McGuire's Store",168,167,0,1,0,0,0,0,0,0,0,0
"Craig","045303","Marshalls Store",156,154,0,1,1,0,0,0,0,0,1,1
"Craig","045401","Barbours Creek",275,273,0,0,0,0,2,0,3,0,2,5
"Craig","045402","Paint Bank",111,109,0,0,1,0,0,1,0,0,0,0
"Craig","045403","Craig Springs",347,344,0,0,1,0,0,2,0,0,0,0
"Craig","045404","Forks Of Johns Creek",121,118,0,1,2,0,0,0,0,0,0,0
"Craig","045501","Craig City",823,811,0,8,1,0,1,2,0,0,6,6
"Culpeper","047101","West Fairfax",6527,4503,1267,42,149,7,530,29,323,31,546,900
"Culpeper","047201","East Fairfax",5036,2989,1303,47,110,6,551,30,266,27,586,879
"Culpeper","047302","Eggbornsville",2011,1844,121,12,12,0,22,0,16,0,21,37
"Culpeper","047303","Cardova",2235,1779,355,14,41,0,41,5,32,6,42,80
"Culpeper","047401","Eldorado",1803,1502,245,10,10,0,25,11,17,4,27,48
"Culpeper","047402","Brown's Store",3043,2633,321,28,17,3,28,13,53,0,30,83
"Culpeper","047501","Jeffersonton",3646,3246,309,21,39,1,25,5,63,1,27,91
"Culpeper","047502","Rixeyville",1105,1029,47,8,3,3,14,1,16,0,13,29
"Culpeper","047601","Mitchells",1916,1027,831,9,14,4,30,1,135,5,28,168
"Culpeper","047602","Pearl Sample",2649,2222,339,6,24,5,48,5,42,3,53,98
"Culpeper","047702","Brandy Station",2723,2232,323,24,58,0,80,6,49,8,76,133
"Culpeper","047703","Lignum",1260,1028,187,6,14,0,24,1,27,1,24,52
"Culpeper","047704","Richardsville",650,588,35,13,5,0,5,4,9,0,7,16
"Cumberland","049101","Precinct 1",1496,1064,394,17,10,0,3,8,7,1,7,15
"Cumberland","049201","Precinct 2",1643,1163,432,13,7,0,17,11,12,1,17,30
"Cumberland","049301","Precinct 3",1546,768,729,22,8,0,14,5,4,5,15,24
"Cumberland","049401","Precinct 4",1543,1113,414,6,5,0,2,3,11,3,2,16
"Cumberland","049501","Precinct 5",1537,959,539,13,9,0,12,5,7,2,11,20
"Dickenson","051101","South Clintwood",2530,2499,4,13,6,0,7,1,5,0,4,9
"Dickenson","051201","Nora",884,879,3,1,1,0,0,0,0,0,0,0
"Dickenson","051202","Frying Pan",351,345,3,2,0,0,1,0,0,0,1,1
"Dickenson","051203","Clinchco",908,887,13,7,1,0,0,0,4,0,0,4
"Dickenson","051301","West Dante",340,333,0,3,4,0,0,0,5,0,0,5
"Dickenson","051302","Herald",815,808,0,5,1,1,0,0,3,0,1,4
"Dickenson","051303","Ridge",811,805,0,2,0,0,4,0,6,0,4,10
"Dickenson","051304","Longs Fork",627,622,1,1,1,0,2,0,0,0,0,0
"Dickenson","051401","Colley",1320,1313,2,3,1,0,0,1,4,0,0,4
"Dickenson","051402","Haysi",1502,1487,6,5,2,0,0,2,7,0,0,7
"Dickenson","051501","Tarpon",661,652,0,6,2,0,1,0,1,0,1,2
"Dickenson","051502","Artrip",749,749,0,0,0,0,0,0,3,0,0,3
"Dickenson","051503","North Clintwood",1082,1067,4,5,3,1,2,0,4,0,1,5
"Dinwiddie","053101","Rohoic",1501,968,456,11,16,3,40,7,48,3,43,94
"Dinwiddie","053102","White Oak",919,685,212,12,0,0,5,5,7,0,5,12
"Dinwiddie","053103","Church Road",1695,1471,201,10,6,0,6,1,10,0,5,15
"Dinwiddie","053201","Edgehill",1528,935,554,6,11,1,16,5,5,2,16,23
"Dinwiddie","053202","Chesdin",2835,1794,956,18,16,1,43,7,25,5,42,72
"Dinwiddie","053301","Reams",811,620,174,4,7,0,5,1,2,0,4,6
"Dinwiddie","053302","New Hope",3957,2149,1688,17,41,1,46,15,31,16,46,93
"Dinwiddie","053401","Dinwiddie",2019,1152,825,19,11,0,8,4,10,4,8,22
"Dinwiddie","053402","Little Zion",1448,824,599,7,6,0,8,4,6,0,8,14
"Dinwiddie","053403","Cherry Hill",619,320,291,1,3,0,1,3,0,4,1,5
"Dinwiddie","053501","Courthouse",1434,1066,345,4,12,1,5,1,15,1,4,20
"Dinwiddie","053502","McKenney",1713,1156,535,13,2,2,3,2,5,4,6,15
"Dinwiddie","053503","Rocky Run",1143,864,270,5,0,0,3,1,4,1,3,8
"Essex","057101","Greater Tappahannock",2215,1276,854,16,40,0,19,10,25,3,24,52
"Essex","057201","North",2125,916,1137,30,7,0,17,18,17,3,25,45
"Essex","057301","South",1979,1449,467,16,8,3,31,5,15,2,36,53
"Essex","057401","Central",2381,1568,733,15,12,1,42,10,28,5,46,79
"Fairfax","059102","Bristow",4086,1664,519,21,1269,8,575,30,597,26,594,1217
"Fairfax","059104","Chapel",2385,1852,71,12,374,3,58,15,132,0,72,204
"Fairfax","059105","Fairview",5223,3809,316,26,807,7,225,33,319,14,230,563
"Fairfax","059106","Heritage",7572,3292,616,76,2373,6,1140,69,1311,26,1222,2559
"Fairfax","059108","Kings Park",3274,2351,136,18,568,9,176,16,295,8,191,494
"Fairfax","059109","Olde Creek",2461,1908,59,9,428,3,46,8,149,2,45,196
"Fairfax","059110","North Springfield # 1",2840,1864,97,13,696,4,155,11,285,1,160,446
"Fairfax","059111","North Springfield # 2",2665,1393,226,30,523,5,471,17,344,9,501,854
"Fairfax","059113","Oak Hill",2244,1686,40,11,470,0,24,13,99,0,31,130
"Fairfax","059115","Ravensworth",1888,1291,50,7,419,4,110,7,124,2,110,236
"Fairfax","059116","Wakefield",2260,1863,52,2,323,4,13,3,122,1,12,135
"Fairfax","059117","Woodson",6696,4588,766,21,1082,9,162,68,227,25,179,431
"Fairfax","059118","Lake Braddock",5101,3447,278,34,1017,2,293,30,621,18,325,964
"Fairfax","059119","Laurel",4206,3033,259,12,718,5,163,16,266,4,161,431
"Fairfax","059120","Sideburn",3111,2612,87,14,342,3,46,7,153,4,46,203
"Fairfax","059121","Villa",2368,1520,138,23,525,1,152,9,161,6,168,335
"Fairfax","059122","Long Branch",1608,1238,24,4,319,2,19,2,61,0,12,73
"Fairfax","059123","Robinson",4778,3356,230,26,982,12,148,24,276,6,143,425
"Fairfax","059124","Olley",2015,1472,41,9,450,3,36,4,80,0,35,115
"Fairfax","059125","Signal Hill",3173,2356,87,11,654,3,57,5,175,1,58,234
"Fairfax","059126","Bonnie Brae",2587,1715,185,12,561,2,100,12,204,3,107,314
"Fairfax","059127","Burke Centre",5362,3824,334,31,920,6,220,27,475,8,230,713
"Fairfax","059128","Cardinal",2961,2093,280,27,385,6,157,13,214,17,165,396
"Fairfax","059129","Keene Mill",1995,1366,98,10,368,5,136,12,148,3,144,295
"Fairfax","059130","Terra Centre",2445,1773,120,11,417,4,108,12,145,2,107,254
"Fairfax","059202","Flint Hill",4340,3403,120,18,589,1,188,21,234,7,191,432
"Fairfax","059203","Floris",3591,2453,124,10,948,5,30,21,87,2,33,122
"Fairfax","059208","Reston #1",3829,2515,455,29,620,2,182,26,199,15,184,398
"Fairfax","059209","Reston #2",3572,2599,476,15,354,4,94,30,183,9,87,279
"Fairfax","059213","Vienna #1",4075,3303,85,14,552,2,105,14,175,8,104,287
"Fairfax","059214","Vienna #2",3114,2615,53,14,370,1,55,6,128,1,50,179
"Fairfax","059216","Vienna #4",2274,1368,81,18,311,5,474,17,244,15,487,746
"Fairfax","059218","Vienna #6",2071,1536,202,11,263,1,45,13,70,3,51,124
"Fairfax","059219","Westbriar",4017,2894,155,12,893,1,39,23,187,6,30,223
"Fairfax","059220","Dogwood",5411,2677,843,71,880,2,896,42,535,36,936,1507
"Fairfax","059221","Hunters Woods",2555,2254,109,9,157,3,13,10,73,2,11,86
"Fairfax","059222","Reston #3",2631,1915,269,13,243,0,171,20,212,11,179,402
"Fairfax","059223","Glade",4098,3119,334,17,493,3,103,29,169,11,98,278
"Fairfax","059224","South Lakes",4801,4060,245,20,406,3,56,11,168,4,48,220
"Fairfax","059225","Terraset",5443,3429,699,26,776,5,464,44,695,36,450,1181
"Fairfax","059226","Wolftrap",3138,2794,22,4,303,1,12,2,99,0,12,111
"Fairfax","059227","Sunrise Valley",1681,1406,43,3,221,0,6,2,64,0,10,74
"Fairfax","059229","Fox Mill",4261,3329,179,22,660,4,53,14,148,7,52,207
"Fairfax","059233","North Point",5325,4325,291,18,579,7,86,19,246,8,77,331
"Fairfax","059234","Aldrin",4875,4006,223,22,570,5,45,4,151,10,49,210
"Fairfax","059235","Frying Pan",3942,1697,304,10,1831,4,56,40,123,5,50,178
"Fairfax","059236","Stuart",1317,1027,91,6,151,0,36,6,67,1,34,102
"Fairfax","059237","McNair",5841,2576,788,28,2180,5,189,75,332,18,190,540
"Fairfax","059238","Cameron Glen",4393,3366,261,19,633,5,76,33,172,7,83,262
"Fairfax","059239","Coppermine",5600,2086,1016,10,2094,2,312,80,258,17,320,595
"Fairfax","059301","Chain Bridge",3572,2884,68,9,578,1,16,16,148,6,18,172
"Fairfax","059302","Chesterbrook",2412,2174,46,9,158,0,16,9,79,2,13,94
"Fairfax","059303","Churchill",1515,1115,21,9,344,1,13,12,66,0,15,81
"Fairfax","059304","Cooper",2186,1742,56,6,356,2,11,13,58,1,13,72
"Fairfax","059305","El Nido",2221,1878,40,6,278,0,15,4,68,2,15,85
"Fairfax","059306","Great Falls",1915,1678,29,4,171,4,19,10,36,3,16,55
"Fairfax","059307","Haycock",2441,2081,38,7,285,0,28,2,83,3,19,105
"Fairfax","059309","Kenmore",3573,2627,111,7,781,1,22,24,95,1,18,114
"Fairfax","059310","Kirby",2216,1729,37,8,400,2,31,9,82,0,26,108
"Fairfax","059311","Langley",2015,1672,33,8,293,0,7,2,89,2,6,97
"Fairfax","059312","Longfellow",2795,2162,56,11,529,2,26,9,119,3,20,142
"Fairfax","059314","McLean",2629,2049,61,4,463,3,30,19,115,2,25,142
"Fairfax","059315","Pimmit",4216,2969,173,71,667,7,298,31,521,16,357,894
"Fairfax","059316","Salona",2635,2247,78,9,273,2,23,3,106,3,14,123
"Fairfax","059317","Westhampton",2376,1962,33,7,335,2,32,5,90,2,31,123
"Fairfax","059318","Westmoreland",1497,1154,20,6,287,1,22,7,65,0,21,86
"Fairfax","059319","Herndon #1",4958,3066,385,42,916,2,517,30,486,20,548,1054
"Fairfax","059320","Herndon #2",6333,3160,620,60,1134,4,1296,59,1032,17,1353,2402
"Fairfax","059321","Clearview",4261,3320,198,25,563,6,124,25,198,5,128,331
"Fairfax","059322","Forestville",2923,2406,56,10,415,0,22,14,65,2,18,85
"Fairfax","059323","Shouse",2211,1615,50,6,518,0,16,6,40,1,14,55
"Fairfax","059324","Herndon #3",6159,2871,664,47,1320,1,1198,58,853,24,1260,2137
"Fairfax","059325","Hutchison",4355,2086,531,35,945,3,688,67,748,32,706,1486
"Fairfax","059327","Sugarland",3011,2219,148,13,522,4,89,16,110,6,90,206
"Fairfax","059328","Hickory",2943,2336,54,7,515,6,18,7,79,1,13,93
"Fairfax","059329","Seneca",3138,2471,95,5,543,0,15,9,118,2,13,133
"Fairfax","059330","Colvin",2343,1819,61,8,427,6,16,6,78,2,15,95
"Fairfax","059331","Spring Hill",2122,1692,31,4,384,0,5,6,68,0,5,73
"Fairfax","059401","Bush Hill",3593,2620,387,14,432,12,112,16,254,3,112,369
"Fairfax","059402","Cameron",1288,857,133,13,96,0,176,13,96,6,186,288
"Fairfax","059404","Franconia",4511,2865,696,29,778,7,104,32,258,26,111,395
"Fairfax","059405","Groveton",9964,3672,3008,81,977,9,2098,119,1493,91,2184,3768
"Fairfax","059406","Hayfield",2894,2288,311,19,211,3,51,11,134,2,61,197
"Fairfax","059408","Mount Eagle",1863,1277,150,22,142,3,262,7,278,7,273,558
"Fairfax","059409","Pioneer",6912,3466,982,39,1629,7,740,49,650,18,758,1426
"Fairfax","059410","Rose Hill",5226,3462,632,34,710,7,341,40,383,24,353,760
"Fairfax","059411","Virginia Hills",1699,1163,114,14,172,3,225,8,309,8,238,555
"Fairfax","059413","Fairfield",9089,2824,3275,73,700,15,2035,167,1244,87,2168,3499
"Fairfax","059415","Crestwood",3776,1949,161,53,808,4,742,59,551,19,832,1402
"Fairfax","059417","Garfield",4709,2041,431,46,1742,4,414,31,309,10,421,740
"Fairfax","059418","Lynbrook",3680,1465,204,58,918,0,978,57,572,13,1033,1618
"Fairfax","059419","Lane",4081,2366,767,39,685,6,196,22,393,23,209,625
"Fairfax","059420","Villages",4240,2805,746,27,519,4,105,34,241,24,112,377
"Fairfax","059421","Kingstowne",4569,2914,808,25,651,3,130,38,263,19,120,402
"Fairfax","059422","Van Dorn",4459,2681,908,15,643,7,175,30,260,21,183,464
"Fairfax","059423","Clermont",2928,2175,210,16,284,1,223,19,211,6,228,445
"Fairfax","059424","Huntley",2875,1936,433,21,324,2,143,16,139,14,150,303
"Fairfax","059425","Wilton",2493,1481,486,18,206,1,281,20,297,12,300,609
"Fairfax","059426","Greenspring",2007,1948,15,2,38,0,2,2,9,1,3,13
"Fairfax","059427","Island Creek",2872,1865,471,22,451,2,36,25,164,16,45,225
"Fairfax","059501","Baileys",5340,2566,1074,38,632,5,960,65,810,29,1002,1841
"Fairfax","059502","Barcroft",3134,2514,67,12,353,1,172,15,256,3,172,431
"Fairfax","059503","Belvedere",1804,1417,33,18,171,2,157,6,238,2,177,417
"Fairfax","059505","Glen Forest",3163,1710,472,21,423,9,503,25,466,35,528,1029
"Fairfax","059506","Holmes #1",4113,1744,76,151,341,7,1721,73,1527,27,1924,3478
"Fairfax","059507","Lincolnia",4816,2483,1002,36,730,1,529,35,629,18,543,1190
"Fairfax","059508","Masonville",2409,1603,68,11,514,5,200,8,301,2,206,509
"Fairfax","059510","Parklawn",2673,1648,150,6,535,2,304,28,378,5,321,704
"Fairfax","059511","Ravenwood",1821,1384,65,12,270,1,79,10,196,1,86,283
"Fairfax","059512","Sleepy Hollow",1522,1137,30,17,252,1,78,7,145,0,84,229
"Fairfax","059513","Saint Albans",2966,2047,249,19,488,1,150,12,268,9,170,447
"Fairfax","059515","Westlawn",2345,1270,56,36,487,0,483,13,447,14,527,988
"Fairfax","059516","Weyanoke",4568,1728,1176,44,821,0,754,45,636,12,782,1430
"Fairfax","059517","Willston",4758,2034,358,56,1004,7,1239,60,973,33,1305,2311
"Fairfax","059518","Columbia",5126,2140,404,35,1410,2,1098,37,695,18,1142,1855
"Fairfax","059519","Hummer",2208,1298,141,12,642,3,104,8,160,4,107,271
"Fairfax","059520","Skyline",5512,3466,1095,31,704,9,163,44,413,21,126,560
"Fairfax","059521","Brook Hill",3050,1708,229,18,852,7,217,19,335,8,239,582
"Fairfax","059522","Camelot",1393,1192,36,4,135,0,23,3,59,1,23,83
"Fairfax","059523","Poe",3254,1897,358,27,714,6,218,34,328,10,236,574
"Fairfax","059524","Whittier",3511,1785,180,31,815,3,666,31,552,5,690,1247
"Fairfax","059525","Walnut Hill # 1",1151,551,28,4,393,0,171,4,127,4,174,305
"Fairfax","059526","Bren Mar",4926,2502,1152,37,724,9,456,46,422,22,500,944
"Fairfax","059527","Edsall",2227,1321,148,14,556,6,159,23,179,3,167,349
"Fairfax","059528","Ridgelea",1192,867,32,5,274,0,13,1,42,1,12,55
"Fairfax","059529","Glen Forest #2",2806,1543,186,19,632,2,398,26,368,13,407,788
"Fairfax","059530","Holmes #2",2630,1618,291,13,458,4,216,30,355,9,212,576
"Fairfax","059531","Leewood",1149,589,150,8,322,0,66,14,85,2,72,159
"Fairfax","059601","Belle Haven",2568,2003,241,14,124,4,167,15,222,1,181,404
"Fairfax","059602","Belleview",2423,2167,115,17,87,2,29,6,103,6,27,136
"Fairfax","059604","Bucknell",5458,2642,1499,32,440,12,778,55,519,39,806,1364
"Fairfax","059605","Fort Hunt",2002,1855,32,14,76,3,17,5,52,0,24,76
"Fairfax","059606","Hollin Hall",1795,1704,32,8,37,0,13,1,51,1,12,64
"Fairfax","059607","Huntington",5120,3389,669,45,537,2,431,47,397,12,443,852
"Fairfax","059608","Kirkside",2146,1577,318,7,177,4,53,10,131,11,55,197
"Fairfax","059609","Marlan",2314,1887,220,16,88,0,97,6,143,7,100,250
"Fairfax","059610","Sherwood",3233,2102,775,24,216,1,89,26,116,14,96,226
"Fairfax","059611","Stratford",3153,2907,85,14,119,5,16,7,99,1,16,116
"Fairfax","059612","Waynewood",1316,1240,22,2,40,1,8,3,31,0,8,39
"Fairfax","059613","Westgate",3226,2783,181,15,201,5,36,5,93,2,33,128
"Fairfax","059614","Whitman",2177,1793,107,22,155,6,85,9,112,10,89,211
"Fairfax","059615","Woodley",3986,2360,909,26,333,2,334,22,355,19,344,718
"Fairfax","059616","Gunston",5651,3828,1064,54,471,19,158,57,329,52,183,564
"Fairfax","059617","Lorton",2995,960,1168,20,556,6,252,33,247,42,267,556
"Fairfax","059618","Newington",5693,3676,684,41,919,15,309,49,494,21,332,847
"Fairfax","059619","Belvoir",3681,2289,744,29,404,12,160,43,213,15,166,394
"Fairfax","059621","Grosvenor",2647,1566,514,19,340,3,168,37,175,20,182,377
"Fairfax","059622","Lorton Station",4862,2132,1393,25,821,23,417,51,375,35,439,849
"Fairfax","059623","Alban",1601,918,306,7,279,2,69,20,112,6,70,188
"Fairfax","059624","Hunt",3934,2680,369,31,729,6,91,28,243,9,99,351
"Fairfax","059625","Lorton Center",2670,1483,565,7,392,1,202,20,163,5,206,374
"Fairfax","059626","Saratoga",5824,3570,805,24,990,9,379,47,460,15,380,855
"Fairfax","059627","Woodlawn",6245,2741,1873,53,667,11,822,78,742,36,873,1651
"Fairfax","059628","Laurel Hill",4639,1632,953,19,1839,10,142,44,232,13,150,395
"Fairfax","059629","South County",3036,1948,460,13,522,1,74,18,134,7,72,213
"Fairfax","059700","Fairfax A",1207,687,461,18,39,2,0,0,297,6,9,312
"Fairfax","059701","Blake",6271,3941,388,33,1384,9,466,50,448,21,476,945
"Fairfax","059703","Fort Buffalo",2766,1352,294,29,626,1,445,19,357,13,481,851
"Fairfax","059704","Freedom Hill",2422,1710,52,7,617,3,26,7,102,0,25,127
"Fairfax","059705","Graham",2601,1252,136,19,375,0,797,22,523,24,820,1367
"Fairfax","059706","Greenway",2359,1524,90,7,317,1,396,24,336,6,405,747
"Fairfax","059707","Mantua",2317,1961,25,15,293,0,14,9,64,0,14,78
"Fairfax","059708","Marshall",7324,4525,309,34,1768,3,605,80,569,10,623,1202
"Fairfax","059709","Mosby",7996,4084,641,35,2664,12,506,54,624,30,508,1162
"Fairfax","059710","Pine Spring",3755,2157,230,28,881,5,411,43,368,7,443,818
"Fairfax","059711","Price",2454,1625,110,3,649,2,48,17,126,5,47,178
"Fairfax","059712","Shreve",1447,1195,32,11,160,3,41,5,65,0,44,109
"Fairfax","059713","Timber Lane",4492,2289,434,23,1071,4,627,44,581,9,673,1263
"Fairfax","059714","Walker",4411,2401,249,22,1503,4,218,14,431,21,212,664
"Fairfax","059717","Woodburn",2617,1707,147,28,595,1,126,13,170,4,146,320
"Fairfax","059718","Pine Ridge",3279,1977,282,31,717,5,243,24,370,36,273,679
"Fairfax","059719","Stenwood",1233,899,54,3,261,0,15,1,79,3,13,95
"Fairfax","059720","Thoreau",1651,1363,24,8,218,0,29,9,57,1,33,91
"Fairfax","059721","Merrifield",5976,2973,358,46,2231,5,319,44,443,15,335,793
"Fairfax","059726","Magarity",5982,3539,402,26,1771,13,173,58,379,16,175,570
"Fairfax","059727","Oakton",2458,2109,47,2,274,2,22,2,86,0,24,110
"Fairfax","059728","Walnut Hill # 2",943,702,14,11,155,0,57,4,79,3,58,140
"Fairfax","059729","Nottoway",4243,3013,151,27,965,2,56,29,241,10,64,315
"Fairfax","059730","Penderbrook",4294,2839,292,18,1020,5,97,23,259,15,98,372
"Fairfax","059731","Tysons",4377,2916,180,9,1176,6,76,14,220,5,55,280
"Fairfax","059732","Oak Marr",3803,3046,139,12,523,4,61,18,147,1,65,213
"Fairfax","059733","Kilmer",4451,2845,238,6,1261,6,73,22,235,4,77,316
"Fairfax","059801","Burke",5694,3285,494,27,1411,13,429,35,621,10,434,1065
"Fairfax","059803","Clifton",4127,3613,80,25,338,6,54,11,100,0,51,151
"Fairfax","059805","Fairfax Station",3230,2758,90,12,346,3,16,5,98,2,20,120
"Fairfax","059811","Pohick",4281,2823,363,23,853,2,190,27,304,13,201,518
"Fairfax","059812","Valley",3193,2158,250,27,660,3,76,19,220,8,94,322
"Fairfax","059815","Woodyard",2136,1864,64,8,178,0,20,2,63,2,19,84
"Fairfax","059824","Orange",4134,3264,311,19,451,10,71,8,205,5,64,274
"Fairfax","059825","Cherry Run",2862,2062,165,16,583,1,22,13,139,6,25,170
"Fairfax","059827","Irving",2567,2251,69,12,167,1,58,9,187,2,57,246
"Fairfax","059833","White Oaks",3748,2268,322,19,870,3,237,29,403,4,246,653
"Fairfax","059838","Sangster",2264,1840,118,10,264,0,17,15,86,0,22,108
"Fairfax","059839","Silverbrook",3354,2562,211,18,516,7,26,14,106,3,30,139
"Fairfax","059840","West Springfield",3151,2315,263,17,481,4,50,21,172,8,64,244
"Fairfax","059841","Popes Head",3259,2673,157,11,342,1,65,10,97,1,52,150
"Fairfax","059842","Parkway",2360,1677,109,9,498,5,45,17,95,6,51,152
"Fairfax","059843","Fairlakes",4155,2710,331,16,976,4,94,24,205,11,91,307
"Fairfax","059844","Centerpointe",6015,3613,581,29,1470,13,269,40,319,17,273,609
"Fairfax","059845","Fountainhead",3655,2937,164,9,484,5,38,18,88,5,36,129
"Fairfax","059846","Greenbriar East",5013,3148,428,28,1133,17,227,32,341,20,240,601
"Fairfax","059847","Greenbriar West",3133,2093,189,14,615,5,200,17,176,3,203,382
"Fairfax","059848","Fair Oaks",2423,1294,183,14,855,0,65,12,105,6,64,175
"Fairfax","059849","Newgate North",1701,1289,85,10,265,2,42,8,52,0,48,100
"Fairfax","059850","South Run",1521,1156,74,5,267,2,14,3,50,1,18,69
"Fairfax","059851","Willow Springs",4934,2787,243,20,1778,3,79,24,180,2,79,261
"Fairfax","059852","Monument",5393,3265,524,21,1395,7,139,42,249,22,135,406
"Fairfax","059853","Eagle View",4719,3043,393,25,1112,2,119,25,238,9,109,356
"Fairfax","059854","Newgate South",2857,2408,69,10,323,6,16,25,73,2,18,93
"Fairfax","059901","Centre Ridge",5349,2834,533,50,1465,6,411,50,459,26,449,934
"Fairfax","059902","Brookfield",5905,3046,556,52,1565,15,637,34,704,34,669,1407
