"County","Precinct
Number","Precinct Name","Total 
Population","White","Black","AIAN","Asian","HawPI","Other","Multi","Hisp.
White","Hisp.
Black","Hisp.
Other","Total
Hispanic"
"Isle of Wight","093502","Camps Mill",782,381,394,6,0,0,1,0,4,5,1,10
"Isle of Wight","093503","Carrsville",1217,886,301,5,13,0,12,0,11,2,12,25
"Isle of Wight","093504","Zuni",2038,1586,394,23,13,1,8,13,11,0,11,22
"Isle of Wight","093505","Raynor",519,394,111,5,5,1,1,2,8,0,2,10
"James City","095101","Berkeley A Part 1",4749,3351,1037,26,127,2,165,41,150,37,162,349
"James City","095101","Berkeley A Part 2",0,0,0,0,0,0,0,0,0,0,0,0
"James City","095102","Berkeley B Part 2",3315,2856,256,15,133,1,44,10,128,13,44,185
"James City","095102","Berkeley B Part 1",1420,1358,20,1,37,0,2,2,25,2,0,27
"James City","095103","Berkeley C",4798,4243,246,27,222,7,36,17,147,11,41,199
"James City","095201","Jamestown A",4821,4515,137,21,87,3,39,19,98,11,34,143
"James City","095202","Jamestown B",5512,4529,598,33,191,21,90,50,128,4,93,225
"James City","095301","Powhatan A",4420,3723,519,22,82,3,41,30,83,5,36,124
"James City","095302","Powhatan B",1923,1193,624,11,58,1,23,13,40,4,30,74
"James City","095303","Powhatan C",5604,4955,320,28,231,4,46,20,114,15,32,161
"James City","095304","Powhatan D",5172,3544,1228,34,218,13,89,46,186,23,92,301
"James City","095401","Stonehouse A",5372,4201,961,38,63,5,66,38,123,8,79,210
"James City","095402","Stonehouse B",5915,4782,811,44,135,5,97,41,178,10,102,290
"James City","095403","Stonehouse C",3627,3108,351,32,86,3,32,15,48,1,33,82
"James City","095501","Roberts A Part 2",3671,1848,1468,63,72,1,184,35,147,18,199,364
"James City","095501","Roberts A Part 1",1768,1642,33,6,70,1,9,7,40,0,4,44
"James City","095502","Roberts B",2762,2430,219,3,81,1,17,11,45,3,19,67
"James City","095503","Roberts C Part 2",1370,759,444,13,29,0,99,26,62,4,111,177
"James City","095503","Roberts C Part 1",790,755,9,1,18,7,0,0,1,1,0,2
"King and Queen","097101","Owenton",1473,680,719,52,10,0,12,0,16,0,11,27
"King and Queen","097201","Clark's",1458,1148,268,28,3,0,7,4,28,2,9,39
"King and Queen","097301","Shackleford's",1275,878,359,14,6,0,10,8,27,3,11,41
"King and Queen","097401","Courthouse",1272,797,434,22,5,1,11,2,14,0,11,25
"King and Queen","097501","Old Mill",1467,1160,245,24,8,0,21,9,31,4,17,52
"King George","099101","Courthouse",4020,3153,630,60,107,4,25,41,65,6,27,98
"King George","099102","Passapatanzy",2301,1899,313,19,30,1,31,8,41,2,27,70
"King George","099201","James Monroe",7566,6177,1112,65,88,8,69,47,186,16,72,274
"King George","099301","Dahlgren",4725,3270,1166,53,128,2,73,33,124,6,89,219
"King George","099401","Shiloh",4972,3590,1225,49,54,6,33,15,70,12,47,129
"King William","101101","West Point",3127,2450,517,40,71,1,32,16,81,7,30,118
"King William","101201","Sweet Hall",1090,840,208,30,6,0,3,3,7,2,3,12
"King William","101202","Courthouse",2272,1384,691,134,16,1,23,23,20,3,30,53
"King William","101301","Aylett",3394,2915,343,65,36,1,17,17,39,1,16,56
"King William","101401","Manquin",2994,2410,474,50,17,1,28,14,19,2,33,54
"King William","101501","Mangohick",3058,2298,691,25,9,3,5,27,24,2,5,31
"Lancaster","103101","Precinct 1-1",2413,1792,585,20,9,0,7,0,22,14,12,48
"Lancaster","103201","Precinct 2-1",2066,910,1122,5,24,0,1,4,9,0,1,10
"Lancaster","103301","Precinct 3-1",1504,1355,122,6,12,0,5,4,5,2,6,13
"Lancaster","103302","Precinct 3-2",734,671,60,2,1,0,0,0,8,0,0,8
"Lancaster","103401","Precinct 4-1",2752,1497,1218,4,22,0,10,1,10,5,8,23
"Lancaster","103501","Precinct 5-1",1922,1764,135,10,6,0,6,1,10,2,4,16
"Lee","105101","Elydale",1318,1293,1,12,5,0,5,2,6,0,4,10
"Lee","105102","Ewing",1245,1233,4,8,0,0,0,0,2,1,0,3
"Lee","105103","Rose Hill",2167,2151,2,2,1,5,6,0,11,0,4,15
"Lee","105201","Blackwater",544,540,3,0,0,0,1,0,2,0,1,3
"Lee","105202","Flatwoods",1841,1810,11,11,1,0,6,2,6,0,3,9
"Lee","105203","North Jonesville",1322,1301,2,8,3,0,8,0,4,0,12,16
"Lee","105204","South Jonesville",1567,1526,7,17,3,1,11,2,8,0,3,11
"Lee","105301","Ben Hur",2206,2183,15,5,2,0,1,0,4,0,1,5
"Lee","105302","West Pennington Gap",1492,1412,49,9,5,1,15,1,9,0,11,20
"Lee","105303","Woodway",3239,2142,854,65,27,8,104,39,112,36,115,263
"Lee","105401","Stickleyville",1024,1019,1,4,0,0,0,0,8,0,0,8
"Lee","105402","Jasper",761,742,4,11,4,0,0,0,4,1,0,5
"Lee","105403","Seminary",929,916,2,6,3,0,2,0,0,0,0,0
"Lee","105404","Dryden",1976,1939,9,7,16,0,5,0,7,0,2,9
"Lee","105501","Saint Charles",684,679,0,4,1,0,0,0,2,0,0,2
"Lee","105502","Stone Creek",788,777,2,5,3,0,1,0,0,0,3,3
"Lee","105503","East Pennington Gap",1643,1601,13,11,5,4,9,0,11,1,9,21
"Lee","105504","Robbins Chapel",298,289,4,5,0,0,0,0,0,0,0,0
"Lee","105505","Keokee",543,539,2,1,0,0,1,0,3,0,0,3
"Loudoun","107101","Sanders Corner",4018,3257,261,21,391,4,61,23,223,6,63,292
"Loudoun","107102","Ashburn Farm",6436,4325,363,26,1517,4,135,66,294,4,126,424
"Loudoun","107105","Hillside",5746,4570,342,34,662,4,95,39,212,17,103,332
"Loudoun","107106","Eagle Ridge",6191,3734,335,20,1956,2,101,43,251,5,83,339
"Loudoun","107107","Little River",2668,2056,153,4,418,4,31,2,142,7,40,189
"Loudoun","107108","Mercer",7214,3968,809,43,2171,2,148,73,385,45,167,597
"Loudoun","107109","Hutchison",6833,3889,582,41,2042,7,191,81,323,30,203,556
"Loudoun","107110","Oak Grove",1784,524,231,10,848,10,128,33,133,5,132,270
"Loudoun","107111","Briar Woods",5381,3346,562,30,1271,9,105,58,254,22,117,393
"Loudoun","107112","Freedom",9089,4562,720,46,3410,9,265,77,414,30,279,723
"Loudoun","107113","Mill Run",4902,2923,657,30,1047,7,205,33,361,30,235,626
"Loudoun","107114","Dulles South",6340,4032,322,18,1794,8,126,40,242,17,135,394
"Loudoun","107115","Pinebrook",4724,3225,328,31,953,11,130,46,150,12,138,300
"Loudoun","107116","Legacy",4312,2336,213,10,1644,4,55,50,145,10,54,209
"Loudoun","107117","Carter",5771,2020,452,25,3037,2,163,72,180,10,153,343
"Loudoun","107207","River Bend",2378,1940,130,16,193,3,89,7,133,1,98,232
"Loudoun","107208","Algonkian",5128,3752,366,27,604,4,324,51,449,15,347,811
"Loudoun","107209","Potomac Falls",3782,2865,260,20,529,9,71,28,257,11,87,355
"Loudoun","107210","Cascades",4911,3236,366,27,1015,7,210,50,224,25,215,464
"Loudoun","107211","Buchanan",2086,1205,203,16,434,1,208,19,252,2,220,474
"Loudoun","107212","Claude Moore Park",6510,3387,881,17,1630,5,543,47,755,34,544,1333
"Loudoun","107213","Countryside",2876,2051,256,23,336,4,180,26,218,10,198,426
"Loudoun","107301","Purcellville One",4172,3702,241,16,144,3,46,20,143,10,48,201
"Loudoun","107302","Round Hill",2952,2704,75,18,107,3,35,10,95,1,41,137
"Loudoun","107303","Hillsboro",2994,2781,76,14,71,3,37,12,87,3,35,125
"Loudoun","107304","Hamilton",5215,4674,208,25,240,2,54,12,133,4,49,186
"Loudoun","107305","Philomont",2507,2364,55,3,51,3,18,13,51,1,22,74
"Loudoun","107306","Between The Hills",515,494,11,3,6,0,1,0,12,0,1,13
"Loudoun","107307","Middleburg",1685,1432,197,7,21,0,26,2,106,0,24,130
"Loudoun","107308","St. Louis",1863,1551,230,9,8,0,61,4,101,1,59,161
"Loudoun","107309","Aldie",1232,1047,144,0,23,2,16,0,38,0,16,54
"Loudoun","107310","Purcellville Two",4721,4033,285,28,208,4,131,32,201,12,144,357
"Loudoun","107311","Woodgrove",3133,2722,147,21,181,3,28,31,113,2,45,160
"Loudoun","107401","West Lovettsville",3694,3357,160,28,77,2,64,6,155,1,61,217
"Loudoun","107402","Waterford",3266,3027,67,24,100,0,35,13,93,1,37,131
"Loudoun","107403","Lucketts",3439,2909,187,35,191,7,93,17,245,5,109,359
"Loudoun","107405","Greenway",2173,1793,179,11,105,4,68,13,58,8,67,133
"Loudoun","107406","Balls Bluff",4671,3366,478,30,554,3,196,44,288,22,203,513
"Loudoun","107407","Harper Park",6320,4972,451,38,716,11,80,52,244,10,98,352
"Loudoun","107408","Evergreen",6818,5131,588,33,808,3,196,59,437,20,219,676
"Loudoun","107409","Clarkes Gap",2369,2037,127,12,168,0,21,4,57,3,15,75
"Loudoun","107410","Tolbert",6992,4062,937,59,1344,1,496,93,622,37,553,1212
"Loudoun","107411","East Lovettsville",2820,2692,60,16,37,1,7,7,45,2,7,54
"Loudoun","107412","Heritage",2899,2668,92,7,92,0,30,10,90,0,29,119
"Loudoun","107501","West Leesburg",3896,3257,339,26,107,0,152,15,181,8,154,343
"Loudoun","107502","East Leesburg",8171,4442,1178,67,549,0,1832,103,1375,44,1921,3340
"Loudoun","107503","Dry Mill",1949,1713,102,5,66,1,50,12,104,6,49,159
"Loudoun","107504","Smart's Mill",4153,3332,356,26,141,7,264,27,254,25,282,561
"Loudoun","107505","Cool Spring",4251,3435,310,16,359,5,98,28,169,10,105,284
"Loudoun","107506","Brandon Park",3113,2050,445,27,233,7,314,37,234,18,336,588
"Loudoun","107604","Sugarland North",4750,3548,294,11,557,12,258,70,272,24,281,577
"Loudoun","107605","Sugarland South",5086,3044,448,31,513,4,1001,45,590,28,1019,1637
"Loudoun","107606","Seneca",3676,2632,217,30,713,0,67,17,229,7,73,309
"Loudoun","107607","Lowes Island",3503,2837,179,10,408,7,45,17,130,2,49,181
"Loudoun","107608","Mirror Ridge",5028,2467,518,23,1094,3,856,67,505,18,879,1402
"Loudoun","107609","South Bank",4246,3015,201,15,919,10,65,21,183,5,50,238
"Loudoun","107701","Sully",4805,2247,447,29,669,14,1321,78,569,15,1338,1922
"Loudoun","107702","Park View",5102,3069,369,45,792,4,780,43,580,18,809,1407
"Loudoun","107703","Rolling Ridge",5118,2499,555,31,1079,3,891,60,529,41,906,1476
"Loudoun","107704","Guilford",4004,2222,229,26,388,2,1110,27,665,19,1116,1800
"Loudoun","107705","Forest Grove",4817,2841,380,48,454,2,1053,39,735,35,1091,1861
"Loudoun","107808","Stone Bridge",4980,3868,370,24,604,5,86,23,218,13,91,322
"Loudoun","107809","Russell Branch",4397,3303,279,25,566,2,187,35,263,10,202,475
"Loudoun","107810","Cedar Lane",4273,3209,421,26,448,5,132,32,290,22,143,455
"Loudoun","107811","Dominion",4997,3504,458,19,744,8,223,41,354,21,215,590
"Loudoun","107812","Farmwell Station",5376,3502,560,16,980,9,252,57,336,29,279,644
"Loudoun","107813","Selden's Landing",7254,4242,988,44,1418,12,467,83,600,41,485,1126
"Loudoun","107814","Newton-Lee",8269,5497,579,38,1934,7,136,78,320,34,143,497
"Loudoun","107815","Belmont Ridge",7092,5143,595,19,1177,2,109,47,266,11,107,384
"Loudoun","107816","Weller",4475,2832,431,21,943,4,190,54,264,28,185,477
"Louisa","109101","Zion",2788,2257,408,9,36,1,66,11,51,4,62,117
"Louisa","109102","Mechanicsville",2846,2283,490,19,19,0,20,15,47,5,9,61
"Louisa","109201","Louisa #1",2507,1812,585,18,26,0,52,14,53,11,60,124
"Louisa","109202","Louisa #2",2050,1649,353,18,14,0,9,7,37,1,9,47
"Louisa","109301","Patrick Henry #1",4514,2837,1554,22,39,4,44,14,37,1,44,82
"Louisa","109401","Mineral",3461,2886,483,42,9,3,20,18,58,0,29,87
"Louisa","109402","Yanceyville",1135,842,277,9,4,0,2,1,10,1,3,14
"Louisa","109501","Fredericks Hall",2096,1606,441,8,23,7,8,3,23,6,4,33
"Louisa","109502","Cuckoo",2590,1979,551,24,9,0,17,10,28,8,13,49
"Louisa","109601","Bumpass",2324,2125,151,15,18,7,6,2,26,5,9,40
"Louisa","109602","Locust Creek",2548,2130,360,43,1,2,7,5,27,6,7,40
"Louisa","109701","Sheltons Mill",2616,2200,365,15,9,1,8,18,28,0,8,36
"Louisa","109702","South Anna",1678,1390,243,18,7,3,15,2,9,8,15,32
"Lunenburg","111101","Plymouth",1151,887,235,16,4,5,1,3,1,0,1,2
"Lunenburg","111201","Brown's Store",1305,916,325,8,8,1,37,10,5,6,41,52
"Lunenburg","111301","Rosebud",1304,909,348,3,10,0,28,6,8,0,26,34
"Lunenburg","111302","Flat Rock",536,324,206,1,1,1,2,1,5,2,2,9
"Lunenburg","111401","Arrowhead Gun Club",520,409,100,3,0,0,5,3,14,1,6,21
"Lunenburg","111402","Pleasant Grove",1300,946,329,6,1,0,16,2,6,4,16,26
"Lunenburg","111501","Reedy Creek",812,460,325,11,4,1,6,5,3,4,7,14
"Lunenburg","111502","Peoples Community Center",932,328,573,8,2,0,16,5,0,3,17,20
"Lunenburg","111601","Hounds Creek",1889,857,844,19,5,4,152,8,35,14,156,205
"Lunenburg","111701","Meherrin Fire Dept",743,516,223,3,0,0,1,0,5,0,1,6
"Lunenburg","111702","Victoria Public Library",2422,1304,1065,11,5,0,33,4,44,6,31,81
"Madison","113001","Oak Park",1491,1228,204,3,34,5,16,1,22,0,15,37
"Madison","113002","Radiant",2357,1935,372,11,5,3,16,15,27,3,16,46
"Madison","113003","Rochelle",1137,995,117,9,4,2,4,6,13,0,5,18
"Madison","113004","Graves Mill",94,94,0,0,0,0,0,0,0,0,0,0
"Madison","113005","Madison",2633,2238,335,19,21,2,13,5,12,7,14,33
"Madison","113006","Wolftown",1299,1182,78,23,12,0,3,1,14,0,3,17
"Madison","113007","Brightwood",2414,2169,197,13,8,0,24,3,23,0,22,45
"Madison","113008","Criglersville",1186,1061,104,5,13,0,3,0,31,1,1,33
"Madison","113009","Etlan",697,641,35,19,0,0,0,2,7,0,0,7
"Mathews","115001","Chesapeake",2041,1856,147,21,7,0,6,4,13,0,6,19
"Mathews","115002","Westville",3262,2842,350,24,13,2,18,13,27,2,16,45
"Mathews","115003","Piankatank",3675,3200,371,40,30,5,13,16,23,1,16,40
"Mecklenburg","117101","Wright's Store",963,452,489,5,3,0,7,7,2,8,7,17
"Mecklenburg","117102","Pearson's Store",295,256,35,1,0,0,1,2,2,0,0,2
"Mecklenburg","117103","South Clarksville",2142,954,1152,7,5,1,19,4,9,7,17,33
"Mecklenburg","117201","Boydton",1113,548,557,1,2,0,3,2,7,1,4,12
"Mecklenburg","117202","Bluestone Senior High School",479,189,290,0,0,0,0,0,0,0,0,0
"Mecklenburg","117203","Chase City VFW Post",945,209,717,3,10,0,3,3,3,2,3,8
"Mecklenburg","117301","Bracey",2207,1769,364,30,28,2,2,12,23,1,10,34
"Mecklenburg","117302","Lacrosse",1927,1273,579,8,8,0,52,7,113,9,51,173
"Mecklenburg","117401","American Legion Hall",3327,1336,1895,19,24,2,37,14,70,8,34,112
"Mecklenburg","117402","Park View Middle School",397,158,231,1,2,0,5,0,3,2,5,10
"Mecklenburg","117501","South Hill",3603,2122,1293,16,95,4,54,19,24,11,55,90
"Mecklenburg","117601","Baskerville",2358,1327,973,10,2,0,39,7,34,13,39,86
"Mecklenburg","117602","Union Level",1553,889,637,3,1,1,21,1,20,1,21,42
"Mecklenburg","117603","Smith Crossroads",500,319,171,0,2,0,2,6,5,0,7,12
"Mecklenburg","117604","Lake Gaston",794,698,80,8,6,1,1,0,16,0,1,17
"Mecklenburg","117701","Chase City",2133,1254,831,13,9,0,12,14,11,14,8,33
"Mecklenburg","117702","Sunshine",983,673,296,3,3,0,0,8,1,0,0,1
"Mecklenburg","117801","Finchley",549,388,146,0,8,0,3,4,13,0,3,16
"Mecklenburg","117802","Bluestone",1642,1160,450,7,12,0,8,5,3,7,13,23
"Mecklenburg","117803","Chase City Elementary School",1377,736,616,1,6,0,16,2,1,14,13,28
"Mecklenburg","117901","Averett",413,379,27,2,2,1,2,0,2,0,2,4
"Mecklenburg","117902","Buffalo Springs",727,625,79,12,6,0,4,1,12,0,4,16
"Mecklenburg","117903","Clarksville",2300,1905,356,17,10,0,6,6,30,1,6,37
"Middlesex","119101","Saluda",1725,1143,542,18,3,2,11,6,11,8,11,30
"Middlesex","119102","Urbanna",1052,913,119,5,7,0,8,0,11,0,5,16
"Middlesex","119103","Harmony Village",1369,1021,309,14,7,2,16,0,11,0,18,29
"Middlesex","119201","Wilton",2202,1948,224,18,8,0,1,3,10,8,1,19
"Middlesex","119202","New Market",2374,2257,66,13,15,1,21,1,22,2,19,43
"Middlesex","119301","Waterview",1054,726,313,8,1,0,5,1,6,2,5,13
"Middlesex","119302","Church View",1183,672,477,12,4,0,5,13,5,5,6,16
"Montgomery","121101","A-1",2437,2299,31,13,78,3,13,0,17,1,5,23
"Montgomery","121102","A-2",5948,5065,214,22,548,5,66,28,117,4,64,185
"Montgomery","121103","A-3",4609,3761,355,33,360,3,81,16,115,10,80,205
"Montgomery","121201","B-1",2440,2314,67,15,25,3,9,7,42,2,14,58
"Montgomery","121202","B-2",5483,4883,430,47,40,3,55,25,71,7,67,145
"Montgomery","121203","B-3",3281,2965,197,23,60,1,32,3,61,2,31,94
"Montgomery","121204","B-4",4297,3797,307,21,144,5,16,7,45,10,14,69
"Montgomery","121301","C-1",4523,4300,119,21,12,1,68,2,71,1,59,131
"Montgomery","121302","C-2",3165,2982,101,22,37,2,18,3,36,2,29,67
"Montgomery","121303","C-3",1400,1368,9,7,12,0,1,3,9,1,5,15
"Montgomery","121304","C-4",3756,3391,245,28,57,2,22,11,40,2,23,65
"Montgomery","121401","D-1",2082,1946,86,5,22,0,13,10,12,2,17,31
"Montgomery","121402","D-2",2927,2839,52,9,12,0,8,7,34,0,5,39
"Montgomery","121403","D-3 Part 2",3,3,0,0,0,0,0,0,0,0,0,0
"Montgomery","121403","D-3 Part 1",3590,3474,51,13,18,0,33,1,24,0,37,61
"Montgomery","121404","D-4",1562,1546,9,0,1,1,4,1,7,1,4,12
"Montgomery","121405","D-5",3382,3091,214,23,17,3,28,6,26,4,27,57
"Montgomery","121501","E-1",11394,9829,546,62,750,10,141,56,269,28,146,443
"Montgomery","121502","E-2",1347,1271,56,12,3,0,5,0,8,0,5,13
"Montgomery","121601","F-1",7824,6104,332,38,1223,6,74,47,142,13,81,236
"Montgomery","121602","F-2",5588,4270,207,19,1026,7,47,12,119,4,51,174
"Montgomery","121701","G-1",5222,4361,247,29,510,6,50,19,124,5,41,170
"Montgomery","121702","G-2",8132,6784,327,38,876,7,65,35,163,8,72,243
"Nelson","125101","Rockfish",2962,2642,250,23,15,1,26,5,47,12,28,87
"Nelson","125201","Lovingston",1458,1211,191,11,23,1,12,9,30,5,19,54
"Nelson","125202","Schuyler",1361,1198,126,7,3,3,12,12,18,2,10,30
"Nelson","125301","Shipman",2795,2012,708,31,15,0,19,10,23,10,24,57
"Nelson","125302","Gladstone",489,362,115,6,1,4,1,0,6,0,0,6
"Nelson","125401","Roseland",2560,2013,435,22,6,1,79,4,67,10,76,153
"Nelson","125402","Montebello",244,243,0,1,0,0,0,0,3,0,0,3
"Nelson","125501","Faber",1141,1031,82,6,3,0,18,1,12,3,15,30
"Nelson","125502","Nellysford",2010,1797,165,5,15,0,28,0,20,0,19,39
"New Kent","127102","Tunstall",1043,888,112,23,11,1,5,3,5,1,7,13
"New Kent","127103","Southern Branch",2428,2128,193,54,27,0,19,7,28,1,19,48
"New Kent","127201","Quinton",1843,1607,187,8,32,0,5,4,23,1,6,30
"New Kent","127202","Kentwood",1548,1366,124,30,18,0,5,5,21,0,4,25
"New Kent","127301","Watkins",1790,1195,547,17,23,0,4,4,26,1,3,30
"New Kent","127302","Cumberland",1705,1026,626,11,21,1,13,7,22,2,14,38
"New Kent","127402","Chickahominy River",1468,1303,84,40,19,0,8,14,8,0,13,21
"New Kent","127403","Airport",1453,1301,89,37,10,2,3,11,25,0,2,27
"New Kent","127501","Eltham",1672,1326,256,19,19,0,32,20,45,4,32,81
"New Kent","127503","Providence Forge",3479,2917,339,112,61,1,23,26,50,5,22,77
"Northampton","131101","Precinct 1-1",2067,1047,946,7,21,3,39,4,83,4,41,128
"Northampton","131201","Precinct 2-1",1916,1323,517,8,7,9,52,0,67,2,57,126
"Northampton","131301","Precinct 3-1",1814,853,834,15,6,2,98,6,53,10,98,161
"Northampton","131401","Precinct 4-1",2350,1500,655,12,30,0,143,10,73,7,148,228
"Northampton","131501","Precinct 5-1",2137,1373,685,13,19,0,44,3,47,13,43,103
"Northampton","131601","Precinct 6-1",2105,1072,966,7,15,0,40,5,90,4,34,128
"Northumberland","133101","1a",2629,1852,628,17,6,2,112,12,76,10,112,198
"Northumberland","133201","2a",2449,1845,543,10,3,0,39,9,26,1,35,62
"Northumberland","133301","3a",1547,656,856,9,8,0,12,6,14,6,10,30
"Northumberland","133302","3b",866,287,567,5,1,0,1,5,6,1,2,9
"Northumberland","133401","4a",2636,2303,295,11,9,1,11,6,20,2,7,29
"Northumberland","133501","5a",2203,1858,286,12,11,2,31,3,21,2,31,54
"Nottoway","135101","Precinct 1-1",2983,1472,1432,9,18,1,49,2,39,4,45,88
"Nottoway","135102","Precinct 1-2",1112,788,295,2,3,1,18,5,3,2,19,24
"Nottoway","135201","Precinct 2-1",2464,1602,725,32,2,0,95,8,32,14,110,156
"Nottoway","135202","Precinct 2-2",814,641,148,9,0,2,4,10,0,2,8,10
"Nottoway","135301","Precinct 3-1",1617,764,827,6,2,2,5,11,4,6,7,17
"Nottoway","135302","Precinct 3-2",775,489,277,2,1,0,3,3,2,1,3,6
"Nottoway","135401","Precinct 4-1",1660,491,1051,8,18,0,87,5,16,15,88,119
"Nottoway","135402","Precinct 4-2",1329,881,400,19,3,0,26,0,13,3,31,47
"Nottoway","135501","Precinct 5-1",3099,1840,1128,19,16,0,83,13,60,3,79,142
"Orange","137101","One West",3611,3088,410,16,30,0,59,8,41,3,58,102
"Orange","137102","One East",1496,1058,378,3,7,0,40,10,16,8,40,64
"Orange","137201","Two West",2723,2242,382,18,10,2,54,15,28,6,48,82
"Orange","137202","Two East",2730,2150,505,24,14,0,26,11,41,11,26,78
"Orange","137301","Three",6100,4570,1314,33,63,5,91,24,71,11,109,191
"Orange","137401","Four West",3294,2919,292,38,8,3,28,6,55,1,31,87
"Orange","137402","Four East",6088,4881,855,43,113,6,141,49,125,11,138,274
"Orange","137501","Five North",2883,2567,194,29,54,4,27,8,73,5,30,108
"Orange","137502","Five South",4556,4109,268,43,70,8,53,5,101,4,48,153
"Page","139101","West Luray",4788,4405,275,30,38,2,20,18,42,3,21,66
"Page","139201","East Luray",4555,4377,80,18,19,2,49,10,55,5,50,110
"Page","139301","Marksville",4954,4860,31,15,10,1,32,5,33,3,32,68
"Page","139401","Newport",4923,4754,82,24,20,3,32,8,29,5,34,68
"Page","139501","Shenandoah",4822,4667,77,25,22,4,24,3,33,1,27,61
"Patrick","141101","Ararat",1264,1148,70,11,2,2,25,6,11,0,31,42
"Patrick","141102","Claudville",1152,1084,43,3,6,0,16,0,3,0,17,20
"Patrick","141103","Willis Gap",1412,1274,76,1,2,0,51,8,19,0,51,70
"Patrick","141201","Dry Pond",690,657,22,1,0,0,10,0,5,0,6,11
"Patrick","141202","Patrick Springs",1695,1489,173,3,4,0,25,1,11,0,27,38
"Patrick","141203","Russell Creek",1185,1026,139,10,2,0,5,3,11,2,5,18
"Patrick","141301","Critz/Stella",2363,2000,328,11,7,0,15,2,10,0,14,24
"Patrick","141302","Liberty",1624,1561,32,7,4,0,19,1,16,0,18,34
"Patrick","141401","Meadows Of Dan",1366,1330,11,8,2,2,12,1,16,0,14,30
"Patrick","141402","Stuart Administration",2180,1984,137,15,14,0,29,1,25,0,30,55
"Patrick","141501","Stuart Community",787,704,59,9,0,0,12,3,16,0,14,30
"Patrick","141502","Elamsville",1386,1320,48,10,1,0,7,0,11,0,7,18
"Patrick","141503","Woolwine",1386,1270,44,13,14,0,42,3,13,0,41,54
"Pittsylvania","143103","Twin Springs",4175,3766,300,8,62,0,17,22,38,2,19,59
"Pittsylvania","143105","Chatham",1963,1611,306,6,5,0,30,5,19,3,32,54
"Pittsylvania","143106","Tunstall",1955,1705,216,13,6,1,7,7,20,2,11,33
"Pittsylvania","143108","West Blairs",1132,895,215,0,4,0,17,1,12,1,17,30
"Pittsylvania","143201","Callands",1860,1489,321,24,3,0,18,5,9,2,25,36
"Pittsylvania","143204","Sandy Level",1402,1194,183,7,8,0,10,0,15,1,8,24
"Pittsylvania","143206","Climax",1456,1188,242,12,3,0,9,2,9,4,9,22
"Pittsylvania","143207","Gretna",3796,2997,753,15,9,1,19,2,25,4,21,50
"Pittsylvania","143301","Central",2290,890,1341,21,8,1,19,10,47,2,21,70
"Pittsylvania","143305","Riceville",1609,838,739,9,2,0,21,0,37,6,19,62
"Pittsylvania","143307","East Blairs",2137,768,1326,8,7,0,25,3,9,4,27,40
"Pittsylvania","143308","Mt. Airy",862,405,446,1,4,0,5,1,6,2,5,13
"Pittsylvania","143309","East Gretna",1400,778,606,4,4,0,5,3,5,3,5,13
"Pittsylvania","143402","Keeling",2083,1743,302,8,11,0,14,5,9,0,13,22
"Pittsylvania","143404","Kentuck",3478,2738,668,27,6,0,36,3,16,1,26,43
"Pittsylvania","143405","Ringgold",3933,3040,823,29,18,0,20,3,22,1,23,46
"Pittsylvania","143501","Hurt",3435,2596,792,20,13,0,10,4,12,8,8,28
"Pittsylvania","143502","Motley Sycamore",3669,2925,713,15,5,0,5,6,30,2,5,37
"Pittsylvania","143503","Renan",1759,1357,380,7,3,2,9,1,11,1,7,19
"Pittsylvania","143602","Bearskin",514,368,140,0,0,0,6,0,5,0,6,11
"Pittsylvania","143603","Stony Mill",2499,2075,348,1,8,0,58,9,101,1,57,159
"Pittsylvania","143604","Swansonville",2210,1564,593,16,3,2,26,6,36,0,20,56
"Pittsylvania","143605","Whitmell",1899,1456,417,11,6,0,6,3,19,0,7,26
"Pittsylvania","143606","Brosville",2019,1253,711,8,5,0,36,6,19,2,32,53
"Pittsylvania","143607","Dry Fork",948,798,127,9,0,0,13,1,36,0,18,54
"Pittsylvania","143702","Bachelors Hall",2222,1969,231,1,8,0,13,0,18,0,13,31
"Pittsylvania","143703","Ferry Road",614,464,143,2,4,0,1,0,3,0,2,5
"Pittsylvania","143704","Mt. Hermon",4136,3240,717,17,17,12,108,25,61,3,113,177
"Pittsylvania","143705","Mt. Cross",2051,1808,182,23,9,4,25,0,19,3,37,59
"Powhatan","145101","Subletts",2720,2530,130,24,19,5,10,2,35,1,14,50
"Powhatan","145102","Manakin",1310,1232,64,6,5,0,3,0,22,1,4,27
"Powhatan","145103","Flat Rock",1140,1097,20,8,6,0,3,6,19,0,8,27
"Powhatan","145201","Powhatan Station",2501,2344,120,4,20,0,11,2,26,2,11,39
"Powhatan","145202","Graceland",3024,2720,213,13,19,5,46,8,33,2,43,78
"Powhatan","145301","Bethesda",3390,3009,292,23,33,1,27,5,21,2,29,52
"Powhatan","145302","Lee's Landing",3173,2153,973,16,9,0,16,6,37,2,16,55
"Powhatan","145401","Powhatan Courthouse",3724,3418,223,18,31,0,26,8,30,5,20,55
"Powhatan","145402","Ballsville",2705,2367,283,14,6,2,18,15,14,2,23,39
"Powhatan","145501","Smith Cross Roads",2300,1568,675,23,9,2,8,15,23,12,6,41
"Powhatan","145502","Pineville",2059,1077,949,6,11,0,15,1,24,1,14,39
"Prince Edward","147101","Farmville",4502,3394,904,20,115,8,48,13,85,15,41,141
