"Precinct
Number","Precinct Name","Vap","Vap
White","Vap
Black","Vap
Am. Ind","Vap
Asian","Vap
HawPI","Vap
Other","Vap
Multi","Vap
Hisp","Vap
HispW","Vap
HispB","Vap
HispO"
"187401","Shenandoah*",4995,4630,251,36,29,4,37,8,78,52,3,23
"187501","South River",2736,2325,339,16,28,1,18,9,63,43,3,17
"187502","Bentonville*",903,873,23,7,0,0,0,0,5,3,0,2
"187504","Browntown",721,705,8,6,0,0,2,0,4,4,0,0
"191101","East Abingdon",3259,3207,24,13,10,1,4,0,26,21,0,5
"191102","West Abingdon",2834,2719,89,7,12,0,4,3,9,8,0,1
"191201","Clinchburg*",1435,1414,9,9,2,0,1,0,6,5,0,1
"191202","Greendale*",3102,3054,10,22,10,1,5,0,26,22,0,4
"191203","Hayter's Gap*",900,893,1,4,0,0,1,1,4,3,0,1
"191301","Watauga",3717,3660,17,13,15,2,8,2,19,16,0,3
"191302","South Abingdon",3193,3066,103,8,4,1,7,4,21,18,0,3
"191401","Glade Spring*",2299,2202,91,4,1,0,1,0,4,4,0,0
"191402","Meadowview*",3319,3140,125,7,27,7,12,1,18,10,2,6
"191599","Rhea 501/Damascus 502/Green Cove 503*",5899,5836,22,19,9,0,10,3,37,30,0,7
"191601","Burson Place",2304,2286,5,9,3,0,0,1,20,20,0,0
"191602","Mendota",580,572,1,5,1,0,1,0,1,1,0,0
"191603","Valley Institute*",2246,2211,6,14,1,2,5,7,12,9,0,3
"191799","High Point 701/John Battle 703",4032,3981,24,12,12,0,3,0,23,22,0,1
"193101","Precinct 1-1",1724,704,1004,7,2,0,1,6,12,11,0,1
"193102","Precinct 1-2",709,418,286,2,1,0,2,0,15,12,1,2
"193201","Precinct 2-1",2630,1601,977,16,15,2,8,11,35,14,5,16
"193301","Precinct 3-1",2574,1715,723,16,10,0,97,13,141,38,6,97
"1934011","Precinct 4-1 Part 1*",2682,2265,339,12,12,0,48,6,78,33,2,43
"1934012","Precinct 4-1 Part 2*",36,33,2,0,1,0,0,0,0,0,0,0
"193501","Precinct 5-1*",2517,2099,346,15,13,0,40,4,67,28,3,36
"195101","Appalachia",2169,2076,69,15,4,0,4,1,14,11,0,3
"195102","Dorchester",1446,1442,0,2,0,0,2,0,8,6,0,2
"195103","Guest River*",1210,1201,2,4,2,0,1,0,3,3,0,0
"195104","West Pound*",2171,2159,2,6,2,0,2,0,4,4,0,0
"195201","North Coeburn*",1867,1818,37,6,4,0,2,0,15,13,0,2
"195202","Wise",4233,4098,65,14,38,0,16,2,28,15,0,13
"195203","East Pound",2046,2028,3,7,0,0,8,0,18,17,0,1
"195301","Big Stone Gap",4312,4082,167,21,24,3,10,5,22,11,0,11
"195302","East Stone Gap",3408,3362,15,12,14,0,5,0,10,8,0,2
"195401","Clinch Valley*",3075,2996,39,8,21,0,7,4,30,21,2,7
"195402","South Coeburn",3741,3560,139,19,3,1,17,2,33,18,2,13
"195403","St. Paul",1211,1185,6,12,6,1,1,0,4,4,0,0
"197101","Royal Oak*",1272,1259,5,4,1,0,3,0,4,2,0,2
"197102","Rural Retreat*",2605,2551,26,13,9,1,5,0,10,8,0,2
"197201","Evansham",818,727,85,1,2,0,1,2,3,0,2,1
"197202","Pine Ridge",2246,2145,77,9,2,0,12,1,12,6,0,6
"197301","Spiller*",2225,2129,70,5,18,0,2,1,9,8,0,1
"197302","Withers*",1386,1171,177,6,23,2,6,1,21,12,1,8
"197401","Fort Chiswell*",1547,1511,17,8,9,0,2,0,4,4,0,0
"197402","Max Meadows*",2269,2200,38,16,7,0,7,1,14,6,2,6
"197501","Jackson Memorial*",1607,1599,4,3,0,0,0,1,1,1,0,0
"197502","Sheffey*",1996,1948,37,2,4,0,4,1,9,5,2,2
"197601","Huddle",1133,1083,38,3,5,0,4,0,10,8,0,2
"197602","Zion",1382,1360,11,4,5,0,1,1,8,8,0,0
"197603","Evergreen*",1083,1056,22,1,1,0,3,0,2,2,0,0
"199101","Queens Lake*",3202,2671,404,16,72,4,21,14,42,22,3,17
"199102","Yorktown*",1706,1576,40,14,48,3,18,7,41,20,2,19
"199103","Waller Mill*",2458,2082,260,22,57,8,24,5,43,22,0,21
"199201","Nelson",1187,316,818,5,10,0,24,14,39,11,2,26
"199202","Magruder*",1614,734,795,7,41,3,20,14,29,7,5,17
"199203","Coventry*",6620,5087,927,38,443,9,86,30,238,131,18,89
"199301","Seaford*",2595,2436,107,16,24,0,9,3,28,21,1,6
"199302","Harris Grove*",3686,3204,349,26,81,7,13,6,45,32,3,10
"199303","Edgehill",1632,1506,83,9,29,1,1,3,25,24,0,1
"199401","Harwoods Mill*",3887,3459,232,22,116,9,40,9,85,53,0,32
"199402","Dare*",3237,2996,103,30,82,2,20,4,44,26,0,18
"199501","Tabb*",2342,1984,212,18,102,6,10,10,37,24,1,12
"199502","Bethel*",5728,4385,863,38,304,9,93,36,189,94,16,79
"510101","Annie B. Rose House",3891,3251,456,21,109,3,37,14,144,105,5,34
"510102","City Hall*",2542,2337,138,10,35,1,17,4,51,38,2,11
"510103","Lyles Crouch School*",3058,2818,103,16,82,2,30,7,92,71,2,19
"510104","Jefferson Houston School",4372,2454,1694,17,75,2,111,19,285,163,20,102
"510105","Lee Center",5115,3575,1220,23,153,8,92,44,219,123,17,79
"510106","Cora Kelly Center",9264,3346,2771,64,221,3,2766,93,3758,906,55,2797
"510107","Mt. Vernon Recreation Center*",3551,2433,597,15,181,3,296,26,459,172,4,283
"510108","George Washington School",3002,2276,457,25,100,2,122,20,272,129,11,132
"510202","George Mason School",2522,2305,98,12,64,0,39,4,62,23,0,39
"510203","Agudas Achim Synagogue",3175,2679,247,12,119,3,103,12,212,110,6,96
"510207","Temple Beth El Synagogue",4047,2605,702,19,375,4,312,30,526,197,13,316
"510208","Hermitage*",5341,3435,987,22,489,10,325,73,471,230,14,227
"510209","Southern Towers-Stratford",4985,2465,1504,18,455,12,332,199,401,189,16,196
"510298","Maury School 201/Blessed Sacrament Church 204",5426,4919,308,26,108,6,47,12,155,110,2,43
"510299","Second Presbyterian 205/Howard 9th Grade Center 206",7055,5128,1143,21,296,8,378,81,688,325,21,342
"510301","James K. Polk School",4646,2416,1115,22,380,2,600,111,954,390,17,547
"510302","Patrick Henry School",4899,3071,1026,25,417,9,268,83,491,242,17,232
"510303","Landmark Center",6108,3018,1750,36,703,4,454,143,721,345,25,351
"510304","Charles E. Beatley Jr. Library",6463,3920,1318,37,689,11,416,72,833,435,23,375
"510305","John Adams School",5621,2854,1327,23,560,6,708,143,1169,500,33,636
"510306","William Ramsay School",5333,2353,1715,20,475,3,597,170,1121,534,24,563
"510307","South Port*",6330,3681,1439,19,617,9,434,131,767,420,39,308
"515001","Ward One*",2702,2264,398,9,17,3,5,6,19,15,0,4
"515002","Ward Two*",2234,1587,611,12,7,0,5,12,24,17,3,4
"520001","Ward 1*",3180,3047,93,19,12,0,7,2,26,19,0,7
"520002","Ward 2",3623,3363,209,32,8,2,6,3,35,19,8,8
"520003","Ward 3",3185,2781,341,19,29,1,9,5,25,17,2,6
"5200041","Ward 4 Part 1*",3849,3754,50,16,14,0,12,3,22,16,0,6
"5200042","Ward 4 Part 2*",0,0,0,0,0,0,0,0,0,0,0,0
"530001","First Ward",2645,2555,66,11,11,0,1,1,15,13,2,0
"530002","Second Ward",2278,2090,151,12,12,5,6,2,23,17,0,6
"540101","Recreation*",4611,4049,410,19,86,2,36,9,77,44,1,32
"540102","Clark*",3383,2825,457,10,39,1,36,15,87,42,11,34
"540201","Carver*",2227,1142,1001,4,41,0,28,11,39,13,1,25
"540202","Walker*",2875,2553,247,2,51,3,14,5,35,20,3,12
"540301","Benjamin Tonsler*",2707,810,1822,13,20,1,18,23,64,34,10,20
"540302","Jefferson Park*",4818,3373,1209,21,164,0,37,14,93,61,6,26
"540401","Venable*",7479,5917,941,24,430,13,131,23,211,89,12,110
"5404021","Alumni Hall Part 1",4332,3127,391,11,674,2,84,43,121,54,9,58
"5404022","Alumni Hall Part 2",5782,4045,746,14,824,3,87,63,167,78,18,71
"550001","Great Bridge*",3425,2721,620,17,43,4,11,9,39,28,0,11
"550002","Bethel*",2687,2353,241,21,25,7,32,8,76,35,6,35
"550003","Camelot",4602,1139,3338,17,64,3,27,14,52,6,23,23
"550004","Churchland*",2584,2324,178,6,67,1,2,6,27,20,0,7
"550005","Crestwood*",5342,2229,2930,16,109,4,22,32,79,35,16,28
"550006","Deep Creek*",3531,2540,868,35,49,2,26,11,73,39,4,30
"550007","Greenbrier*",5467,4158,960,42,214,4,62,27,158,97,4,57
"550008","South Norfolk Recreation*",3296,2507,692,34,44,2,11,6,36,22,6,8
"550009","Bells Mill*",3232,2747,398,18,45,2,14,8,69,51,1,17
"550010","Oscar Smith School*",1796,1529,207,19,29,1,3,8,25,14,2,9
"550011","Geneva Park",3722,2713,889,34,38,3,32,13,65,33,1,31
"550012","Georgetown*",3947,1357,2470,22,42,4,28,24,51,17,15,19
"550013","Gilmerton*",2195,1787,347,16,34,1,9,1,24,12,4,8
"550015","B. M. Williams School*",3484,2294,993,27,117,1,43,9,98,49,11,38
"550016","Hickory Grove*",3198,2844,267,18,56,1,8,4,37,26,4,7
"550017","Indian Creek*",3029,1515,1481,15,3,0,12,3,28,17,1,10
"550018","Indian River*",2733,1668,951,19,50,4,21,20,51,15,14,22
"550019","Jolliff One*",1404,1256,113,11,14,0,5,5,11,6,0,5
"550020","E. W. Chittum School*",3857,1829,1887,13,88,0,20,20,38,18,7,13
"550021","Fellowship Baptist Church",2300,1998,231,19,41,0,6,5,30,25,0,5
"550022","Norfolk Highlands*",2134,1953,113,21,26,1,14,6,32,16,3,13
"550023","Oak Grove*",5600,4170,1029,38,291,4,48,20,124,69,9,46
"550024","Oaklette*",3433,2003,1314,29,37,7,33,10,66,17,14,35
"550025","St. Julians*",774,750,7,3,11,2,1,0,8,7,0,1
"550026","Johnson Park*",1852,1103,660,9,56,2,16,6,27,5,6,16
"550027","Silverwood*",3293,2755,379,9,122,2,23,3,44,22,2,20
"550028","Sunray I*",288,280,5,3,0,0,0,0,4,4,0,0
"550029","Tanglewood*",2447,2260,91,34,45,1,15,1,41,26,1,14
"550030","South Norfolk Fire Station*",1394,131,1239,5,4,0,1,14,7,0,5,2
"550031","Carver School*",3822,1572,2134,42,33,1,14,26,51,21,13,17
"550032","Providence Church of Christ*",3626,496,3046,9,17,0,25,33,50,10,14,26
"550033","Westover*",1751,1501,166,24,29,1,27,3,30,8,3,19
"550034","Hickory Middle School*",5757,5169,422,29,100,2,29,6,95,65,3,27
"550035","Taylor Road Fire Station*",4460,2339,1806,36,187,9,55,28,115,47,7,61
"550036","Great Bridge Middle School*",4578,4027,340,48,100,5,50,8,93,45,3,45
"550037","Bridgetown*",3969,3519,345,22,63,6,10,4,43,30,2,11
"550038","Bailey Creek*",1376,1281,60,16,18,1,0,0,8,6,1,1
"550039","Lake Drummond*",1112,942,137,6,11,4,11,1,17,9,1,7
"550040","River Birch*",3835,2752,805,24,173,0,62,19,130,70,4,56
"550041","John T. West*",4434,2390,1860,32,79,0,48,25,102,47,9,46
"550042","Parkways*",4791,3004,1394,26,246,6,88,27,172,80,8,84
"550043","Pleasant Crossing*",4401,4058,227,26,57,3,24,6,57,35,0,22
"550044","Nansemond",1005,815,140,4,34,0,12,0,19,7,1,11
"550045","Sunray II*",1295,552,679,13,11,1,32,7,37,5,1,31
"550046","Bells Mill II*",1890,1425,366,16,59,3,11,10,36,24,2,10
"550047","Green Sea*",2240,2038,133,14,42,1,8,4,38,26,3,9
"5500141","Grassfield Part 1*",475,394,71,3,6,0,1,0,2,0,1,1
"5500142","Grassfield Part 2*",38,26,12,0,0,0,0,0,0,0,0,0
"560101","Ward 1 Precinct 1*",1704,1407,282,8,2,0,2,3,9,7,0,2
"560201","Ward 2 Precinct 1*",1680,1439,211,6,1,0,11,12,12,5,0,7
"570001","First*",2282,2072,144,8,37,3,14,4,25,12,1,12
"570002","Second*",2517,2368,101,7,29,1,8,3,31,24,2,5
"570003","Third*",2577,2245,214,7,68,5,32,6,57,22,3,32
"570004","Fourth",3825,3395,230,10,141,3,32,14,57,26,4,27
"570005","Fifth",1881,1728,29,7,109,1,5,2,24,13,1,10
"580101","Precinct 1-1",872,775,62,4,23,0,5,3,13,8,0,5
"580401","Precinct 4-1",1090,1035,47,2,3,0,2,1,1,1,0,0
"580501","Precinct 5-1",1130,1096,18,7,2,2,2,3,9,9,0,0
"580099","Precinct 2-1 (201)/Precinct 3-1 (301)",1859,1318,504,13,14,0,6,4,8,5,0,3
"590001","Ward One*",1051,41,1000,0,0,0,9,1,10,0,1,9
"590002","Ward Two*",1587,739,817,6,7,2,3,13,13,10,3,0
"590003","Ward Three",1144,167,970,2,1,1,2,1,9,2,5,2
"590004","Ward Four*",4117,3094,963,19,20,0,18,3,72,51,2,19
"590005","Ward Five",1240,943,266,7,10,3,5,6,12,4,3,5
"590006","Ward Six*",1683,603,1067,6,1,0,6,0,14,5,3,6
"590007","Ward Seven*",3064,1045,1985,7,2,0,19,6,36,14,4,18
"590008","Ward Eight*",1852,1309,529,3,3,2,4,2,8,3,1,4
"590009","Ward Nine*",2227,1283,912,10,5,1,10,6,19,3,6,10
"590010","Ward Ten*",2357,1753,576,5,7,0,11,5,22,13,0,9
"590011","Ward Eleven*",2911,1551,1263,9,52,1,29,6,28,7,2,19
"590012","Ward Twelve*",2867,1903,914,4,36,0,4,6,16,8,4,4
"590013","Ward Thirteen*",2664,1443,1185,8,21,0,3,4,22,14,3,5
"590014","Ward Fourteen*",785,43,739,2,0,0,1,0,7,0,6,1
"590015","Ward Fifteen*",2557,1849,660,10,22,1,11,4,36,18,6,12
"590016","Ward Sixteen*",2990,2455,475,13,8,0,37,2,51,16,2,33
"590017","Ward Seventeen*",2043,1719,283,2,36,0,2,1,18,16,0,2
"595101","Precinct 1-1",638,141,494,0,2,0,1,0,7,4,3,0
"595201","Precinct 2-1",575,144,427,1,1,0,1,1,1,0,0,1
"595301","Precinct 3-1",1214,724,468,4,8,3,1,6,10,9,0,1
"595401","Precinct 4-1",1255,886,344,5,9,0,11,0,35,26,0,9
"595501","Precinct 5-1",558,84,466,0,7,0,0,1,11,9,2,0
"600001","One*",3749,2724,239,27,483,1,258,17,437,173,1,263
"600002","Two*",1875,1482,42,15,184,0,147,5,244,97,2,145
"600003","Three*",2528,1881,120,9,393,5,106,14,225,112,10,103
"600004","Four*",3437,2699,156,9,439,3,108,23,260,157,7,96
"600005","Five*",2520,1911,106,18,312,0,143,30,344,191,5,148
"600006","Six*",2973,2078,151,16,358,5,343,22,562,228,11,323
"610001","First Ward*",2030,1733,82,15,144,2,42,12,160,113,6,41
"610002","Second Ward*",1817,1516,47,10,202,1,36,5,84,53,0,31
"610003","Third Ward*",1426,1167,50,9,95,2,101,2,252,151,0,101
"610004","Fourth Ward",1545,1383,60,6,78,1,12,5,54,41,2,11
"610005","Fifth Ward",1129,1006,29,9,58,2,23,2,61,42,1,18
"620101","Precinct 1-1*",1320,1210,89,9,10,0,0,2,0,0,0,0
"620201","Precinct 2-1*",1199,968,199,8,19,0,4,1,7,5,1,1
"620301","Precinct 3-1",1009,111,891,0,3,0,3,1,1,0,1,0
"620401","Precinct 4-1",671,19,644,0,4,0,2,2,0,0,0,0
"620501","Precinct 5-1*",915,72,842,1,0,0,0,0,2,0,1,1
"620601","Precinct 6-1*",1133,711,387,4,11,1,13,6,12,2,3,7
"630101","District 1*",3705,2645,777,26,65,3,178,11,302,104,20,178
"630201","District 2",4439,4063,188,21,105,0,51,11,90,45,4,41
"630301","District 3*",4371,3632,457,24,93,3,145,17,231,65,15,151
"630401","District 4",3336,1871,1371,23,23,2,30,16,73,47,4,22
"640001","East",2633,2195,219,19,18,0,178,4,316,131,4,181
"640002","North",1346,1252,30,9,7,0,48,0,108,62,0,46
"640003","South",1286,1237,20,2,12,1,14,0,37,22,1,14
"650101","Aberdeen*",2844,803,1935,22,45,1,16,22,28,12,3,13
"650102","Bassette*",3190,368,2737,20,20,3,17,25,41,7,14,20
"650103","City Hall*",3411,831,2360,18,125,3,35,39,54,13,12,29
"650104","Cooper*",5552,2476,2706,38,176,5,84,67,190,77,30,83
"650105","East Hampton*",5319,997,4135,32,36,5,33,81,137,19,79,39
"650106","Lasalle*",3313,1942,1254,25,34,1,38,19,64,21,10,33
"650107","Lee*",2387,867,1438,10,41,0,15,16,30,7,7,16
"650108","Pembroke*",4348,1058,3146,25,34,2,36,47,116,56,28,32
"650109","Phenix*",3783,334,3367,23,16,1,8,34,28,5,11,12
"650110","Phoebus*",685,399,240,6,18,1,15,6,19,4,3,12
"650111","River*",1108,873,190,11,11,2,18,3,28,14,0,14
"650112","Smith",5246,2467,2543,50,82,8,51,45,116,36,28,52
"650113","Syms*",1669,1343,232,5,50,0,23,16,40,20,1,19
"650114","Tarrant*",3101,654,2354,17,28,2,29,17,38,5,7,26
"650115","Wythe*",1914,1619,256,7,9,1,14,8,23,12,2,9
"650201","Booker*",3753,2929,640,35,92,3,35,19,91,45,3,43
"650202","Buckroe*",5243,4005,944,69,83,8,103,31,171,75,10,86
"650203","Burbank*",11894,8085,3073,90,282,25,246,93,489,201,41,247
"650204","Forrest",2548,1650,784,18,42,2,28,24,66,36,9,21
"650205","Fox Hill*",4348,3735,472,25,71,6,30,9,67,41,1,25
"650206","Jones",1259,392,771,16,55,1,10,14,35,15,7,13
"650207","Kecoughtan*",3031,1429,1410,18,92,3,43,36,96,32,14,50
"650208","Kraft",5315,3448,1627,25,129,7,44,35,133,60,22,51
"650209","Langley*",3484,2426,901,23,72,9,33,20,86,48,9,29
"650210","Magruder*",4787,2346,2041,31,208,7,107,47,197,61,25,111
"650211","Mallory*",785,219,539,3,11,1,5,7,6,2,0,4
"650212","Northampton*",6163,3397,2332,35,306,12,33,48,137,79,24,34
"650213","Phillips*",4429,3456,782,23,107,3,33,25,106,49,15,42
"650214","Tucker Capps*",4867,2897,1732,28,85,4,67,54,121,35,20,66
"650215","Tyler*",1164,394,687,13,23,3,31,13,45,12,3,30
"660101","Northeast*",5296,4293,558,29,143,3,256,14,886,596,28,262
"660102","Southeast*",16158,14098,825,36,683,9,429,78,830,383,51,396
"660201","Northwest*",6426,5691,277,34,137,1,269,17,455,178,16,261
"660202","Southwest*",6351,5547,288,25,302,3,161,25,305,172,10,123
"670201","Ward 2*",1983,609,1306,25,15,1,12,15,36,8,12,16
"670301","Ward 3",2475,2191,228,17,16,1,12,10,36,16,9,11
"670401","Ward 4",2574,1963,496,15,63,0,25,12,92,62,5,25
"670501","Ward 5*",2451,2082,288,22,22,6,25,6,52,24,6,22
"670601","Ward 6",2034,536,1413,16,20,4,31,14,64,28,7,29
"670701","Ward 7",2349,1558,685,9,35,0,54,8,77,25,3,49
"678001","East*",2021,1554,435,5,16,0,7,4,19,12,0,7
"678002","West*",4091,3739,168,17,123,4,29,11,74,45,0,29
"680101","First Ward First Precinct",4883,3434,1204,14,177,2,38,14,61,32,5,24
"680102","First Ward Second Precinct*",2600,2475,83,4,26,0,8,4,14,10,1,3
"680103","First Ward Third Precinct*",2072,2017,42,4,7,0,2,0,9,7,0,2
"680104","First Ward Fourth Precinct",2450,1955,408,12,53,3,12,7,33,15,6,12
"680105","First Ward Fifth Precinct*",1621,1420,156,4,19,0,14,8,5,2,1,2
"680201","Second Ward First Precinct",5367,1739,3516,30,26,3,17,36,49,17,12,20
"680202","Second Ward Second Precinct",5028,1187,3748,26,9,1,30,27,37,7,6,24
"680203","Second Ward Third Precinct",520,296,209,7,5,0,1,2,3,0,2,1
"680301","Third Ward First Precinct*",2874,1991,817,17,19,1,19,10,31,13,0,18
"680302","Third Ward Second Precinct",1575,1193,353,10,4,1,10,4,14,7,2,5
"680303","Third Ward Third Precinct",2147,1800,290,5,28,0,18,6,29,11,0,18
"680304","Third Ward Fourth Precinct",4841,3958,632,31,116,6,70,28,136,60,6,70
"680305","Third Ward Fifth Precinct*",1857,1591,171,6,56,2,23,8,41,19,0,22
"680401","Fourth Ward First Precinct*",2839,2303,411,12,73,0,30,10,33,12,1,20
"680402","Fourth Ward Second Precinct",1821,1583,204,5,12,0,15,2,31,17,1,13
"680403","Fourth Ward Third Precinct",4387,3571,709,26,37,4,22,18,52,29,3,20
"680404","Fourth Ward Fourth Precinct",3930,3173,655,21,55,1,21,4,36,18,3,15
"683001","Dean*",4504,3643,437,13,205,8,180,18,277,109,9,159
"683002","Weems",4336,3532,409,37,137,2,201,18,364,160,12,192
"683003","Metz",4279,3412,440,28,221,5,151,22,308,153,19,136
"683004","Haydon*",4652,3494,551,31,197,3,349,27,542,203,4,335
"690001","Precinct #1*",1165,9,1141,2,1,0,7,5,4,0,1,3
"690002","Precinct #2*",2645,1740,846,15,18,0,20,6,71,36,14,21
"690003","Precinct #3*",2058,1339,674,9,11,0,22,3,76,46,10,20
"690004","Precinct #4*",2954,1741,1181,6,3,0,19,4,75,48,10,17
"690005","Precinct #5*",2364,2232,104,2,16,1,8,1,10,4,0,6
"690006","Precinct #6*",752,24,716,2,9,0,1,0,5,0,4,1
"700101","Denbigh*",6594,2026,3844,43,305,17,259,100,464,156,46,262
"700102","Epes*",5192,2231,2515,32,179,8,171,56,305,102,26,177
"700103","Jenkins*",2507,1890,470,21,77,2,39,8,59,30,4,25
"700104","Mcintosh*",7683,3904,3066,63,286,16,273,75,486,155,56,275
"700105","Oyster Point",1076,725,279,5,30,1,27,9,36,12,1,23
"700106","Reservoir",5805,3272,1908,46,286,17,208,68,416,178,29,209
"700107","Richneck*",3246,2015,939,25,166,3,63,35,134,57,18,59
"700108","Lee Hall",6819,3830,2220,65,184,29,401,90,723,250,55,418
"700109","Windsor*",3211,2165,818,19,130,5,54,20,129,70,7,52
"700201","Bland*",1168,749,309,17,53,0,27,13,61,20,12,29
"700202","Boulevard",3462,2577,703,22,74,2,62,22,104,31,5,68
"700203","Charles*",3962,3076,588,37,189,0,47,25,110,62,6,42
"700204","Christopher Newport*",2728,2140,495,12,50,1,16,14,37,19,1,17
"700205","Deep Creek*",2756,2492,158,14,48,0,37,7,55,19,0,36
"700206","Watkins",7924,5399,1970,67,222,9,179,78,342,132,33,177
"700207","Grissom",399,281,62,3,40,0,7,6,17,11,0,6
"700208","Hidenwood",1626,1549,34,6,34,0,1,2,25,20,0,5
"700209","Hilton",2474,2308,104,19,23,1,15,4,27,16,1,10
"700210","Nelson",4555,3426,731,29,261,10,59,39,121,42,15,64
"700211","Palmer*",2613,1945,476,14,101,6,51,20,79,29,9,41
"700212","Riverside",1503,1439,42,5,12,0,3,2,9,4,1,4
"700213","Sanford",1333,1112,131,12,64,3,6,5,15,8,2,5
"700214","Saunders*",4622,3084,1233,40,128,9,100,28,193,73,23,97
"700215","Warwick",2250,1623,489,14,49,10,51,14,69,20,10,39
"700216","Yates",1803,1487,242,6,45,0,9,14,32,19,0,13
"700217","Riverview",2461,1890,426,6,101,1,27,10,53,24,5,24
"700218","Kiln Creek*",5334,4004,949,27,256,5,59,34,155,97,8,50
"700301","Beaconsdale",542,503,24,6,3,0,3,3,10,3,2,5
"700302","Briarfield",3252,1427,1715,17,31,2,22,38,75,37,13,25
"700303","Carver*",2408,1048,1280,23,22,0,18,17,31,10,2,19
"700304","Chestnut*",1385,39,1311,9,1,2,8,15,9,0,8,1
"700305","Downtown",1665,526,1049,14,22,1,22,31,54,12,13,29
"700306","Dunbar",1581,29,1515,3,2,0,14,18,12,1,2,9
"700307","Huntington*",1320,22,1277,3,4,0,1,13,11,1,6,4
"700308","Jefferson",1591,24,1537,10,4,0,0,16,8,0,6,2
"700309","Magruder*",1328,17,1294,6,0,1,1,9,13,4,8,1
"700310","Marshall",1738,45,1668,5,2,0,6,12,10,1,7,2
"700311","New Market",3321,1654,1566,26,36,0,25,14,51,19,6,26
"700312","Newsome Park",953,7,941,3,0,0,0,2,6,0,6,0
"700313","Reed*",2097,33,2031,6,2,0,5,20,15,0,11,4
"700314","River",1924,1301,535,22,19,1,28,18,42,13,4,25
"700315","Sedgefield*",2253,1868,270,27,48,3,24,13,51,25,1,25
"700316","South Morrison*",5799,3602,1943,40,82,7,85,40,186,66,28,92
"700317","Washington*",917,7,892,5,3,0,2,8,8,0,8,0
"700318","Wilson*",1445,201,1205,6,6,1,9,17,19,5,9,5
"710101","Granby",5178,3355,1457,43,140,6,134,43,281,141,21,119
"710103","Northside*",1760,1189,347,21,119,2,68,14,136,54,15,67
"710104","Titustown Center",18623,10254,6162,277,586,37,1117,190,1889,519,179,1191
"710105","Tucker House",984,258,611,5,56,0,40,14,53,11,7,35
"710106","Zion Grace",5488,3399,1330,50,438,8,207,56,313,105,22,186
"710201","Canterbury*",2800,2050,620,13,53,14,18,32,56,41,4,11
"710202","Crossroads",3561,2364,890,46,166,5,70,20,134,58,9,67
"710203","Ghent Square*",1628,1409,96,7,86,3,24,3,46,25,2,19
"710204","Immanuel*",1722,279,1366,18,21,1,14,23,33,9,9,15
"710205","Lafayette Library*",955,796,109,7,31,0,10,2,16,8,2,6
"710206","Lafayette Presbyterian*",340,255,72,1,11,0,0,1,3,3,0,0
"710207","Lambert's Point*",1935,437,1396,10,57,1,20,14,42,15,7,20
"710208","Larchmont Library*",922,904,2,2,12,1,1,0,12,11,0,1
"710209","Larchmont Recreation Center*",3558,2452,561,10,399,5,77,54,74,43,0,31
"710210","Maury*",2370,2051,187,21,67,7,30,7,58,33,4,21
"710211","Ohef Sholom*",2323,1972,221,9,89,4,22,6,37,22,4,11
"710212","Park Place*",1738,56,1651,5,11,0,3,12,5,2,1,2
"710213","St. Andrew's*",3659,3131,347,28,86,4,49,14,92,45,8,39
"710214","Stuart*",3329,2031,1142,21,70,1,39,25,58,18,8,32
"710215","Suburban Park*",2722,2065,521,28,67,0,30,11,61,25,6,30
"710216","Therapeutic Center*",2788,2304,305,17,107,4,47,4,82,29,10,43
"710217","Wesley",2367,1241,927,29,100,1,49,20,78,30,8,40
"710218","Willard*",2217,1991,153,16,35,2,16,4,31,16,3,12
"710301","Ballentine*",3274,806,2380,18,31,0,25,14,52,20,11,21
"710302","Tanner's Creek*",2295,1037,1032,21,139,2,40,24,62,22,5,35
"710303","Bowling Park",3445,142,3246,7,13,2,9,26,23,4,17,2
"710304","Coleman Place School",1871,620,1027,9,165,4,24,22,34,10,3,21
"710305","Lafayette-Winona*",2625,996,1540,18,24,4,18,25,52,24,13,15
"710306","Lindenwood*",2040,319,1668,11,14,1,13,14,36,19,6,11
"710307","Monroe*",966,87,858,9,2,2,5,3,23,6,8,9
"710308","Norview Methodist*",2416,1539,725,28,82,9,19,14,49,24,4,21
"710309","Norview Recreation Center*",3343,686,2471,14,109,17,23,23,59,13,10,36
"710310","Rosemont*",4819,517,4135,24,59,2,57,25,115,32,20,63
"710312","Sherwood School",2033,1381,520,24,68,0,25,15,72,39,5,28
"710313","Union Chapel",2085,24,2032,6,0,3,10,10,28,1,20,7
"710401","Azalea Gardens*",2122,1496,427,12,113,1,59,14,84,27,7,50
"710402","Berkley*",2227,33,2164,5,3,0,7,15,20,6,2,12
"710403","Brambleton*",2494,24,2434,3,0,0,6,27,29,2,19,8
"710404","Campostella*",2570,40,2484,3,5,0,20,18,23,3,12,8
"710405","Chesterfield*",2144,49,2069,6,5,1,7,7,14,2,5,7
"710406","Barron Black*",2220,1420,502,8,248,3,21,18,61,36,0,25
"710407","Coleman Place Presbyterian*",2582,1534,865,20,120,0,23,20,56,18,4,34
"710408","Easton*",3571,2167,1159,29,142,5,57,12,106,46,9,51
"710409","Fairlawn*",3185,2089,852,14,160,8,46,16,98,35,14,49
"710410","Houston*",716,413,212,2,80,0,5,4,20,9,5,6
"710411","Hunton Y*",2150,235,1878,6,5,1,7,18,29,8,8,13
