"Precinct
Number","Precinct Name","Vap","Vap
White","Vap
Black","Vap
Am. Ind","Vap
Asian","Vap
HawPI","Vap
Other","Vap
Multi","Vap
Hisp","Vap
HispW","Vap
HispB","Vap
HispO"
"083802","South Boston West*",1467,742,704,8,6,0,4,3,25,16,4,5
"085101","Ashland*",5097,3976,992,36,45,0,33,15,86,38,4,44
"085102","South Ashland*",929,735,177,6,7,0,2,2,13,11,1,1
"085103","Ashcake*",2148,1869,240,8,21,0,8,2,26,21,1,4
"085201","Beaverdam*",2634,2331,270,14,8,0,10,1,24,12,2,10
"085202","Blunts*",1270,1023,227,9,6,0,2,3,5,3,0,2
"085203","Wilmington Parish*",2259,2136,103,12,3,0,3,2,7,4,0,3
"085204","Goddin's Hill*",1638,1354,258,13,2,1,4,6,16,8,0,8
"085301","Clay*",2800,2621,122,15,30,0,8,4,21,15,0,6
"085302","Chickahominy*",3161,2902,156,15,70,1,6,11,40,30,0,10
"085303","Shady Grove*",1792,1678,80,7,19,0,7,1,7,1,1,5
"085304","Atlee*",2130,2011,88,4,17,0,8,2,12,6,1,5
"085305","Cool Spring*",1680,1505,112,1,52,0,7,3,13,9,0,4
"085401","Battlefield*",1611,1509,82,6,8,0,4,2,4,1,1,2
"085402","Old Church*",1398,1249,138,7,4,0,0,0,9,8,1,0
"085403","Cold Harbor",3713,3349,301,25,24,0,14,0,25,15,0,10
"085404","Black Creek",1220,1133,62,12,10,0,2,1,3,2,0,1
"085501","Courthouse*",908,580,303,2,12,0,8,3,18,12,1,5
"085504","Studley",1600,1508,78,6,4,1,3,0,4,4,0,0
"085599","Rural Point 502/Newman 503",8382,7605,597,43,89,1,30,17,68,40,0,28
"085601","Village*",2829,2650,104,26,29,0,19,1,39,24,0,15
"085602","Stonewall Jackson*",2584,2471,65,18,20,0,10,0,14,10,0,4
"085603","Mechanicsville*",2799,2445,270,17,27,3,26,11,49,19,4,26
"085701","Farrington*",2012,1765,216,13,15,0,1,2,6,2,1,3
"085702","Montpelier*",3301,2605,667,13,8,0,0,8,13,12,1,0
"085703","Rockville*",1914,1701,191,5,15,0,1,1,4,3,0,1
"085704","Elmont*",1148,1102,25,10,5,0,4,2,10,6,1,3
"087101","Brookland*",813,659,132,2,8,0,5,7,12,5,0,7
"087102","Dumbarton*",5430,3222,1454,29,466,3,193,63,318,106,19,193
"087103","Glen Allen*",3198,2831,264,8,75,2,11,7,27,14,2,11
"087104","Glenside*",2669,1911,569,10,121,2,42,14,69,28,7,34
"087105","Greendale*",2163,1522,381,14,152,0,73,21,102,39,4,59
"087106","Hermitage*",1934,1025,803,11,59,1,24,11,47,17,3,27
"087107","Hilliard*",1453,1319,83,15,17,0,13,6,21,13,1,7
"087108","Hunton*",862,820,26,4,5,2,5,0,10,4,0,6
"087109","Johnson*",2736,1623,502,22,368,2,176,43,353,180,18,155
"087110","Lakeside*",3304,2731,380,28,78,7,59,21,97,39,3,55
"087111","Longan*",3314,2541,294,20,402,2,43,12,55,29,3,23
"087112","Maude Trevvett*",3885,3080,589,28,145,2,25,16,53,35,1,17
"087113","Moody*",2257,1688,486,18,41,3,4,17,36,27,6,3
"087114","Staples Mill*",3654,2979,495,17,148,0,10,5,37,25,1,11
"087115","Stratford Hall*",634,583,37,3,2,0,7,2,9,5,0,4
"087116","Summit Court*",1522,1428,44,13,13,0,23,1,30,14,0,16
"087201","Adams*",3041,365,2618,18,10,1,20,9,32,6,12,14
"087202","Azalea*",4096,692,3189,22,90,3,66,34,110,25,21,64
"087203","Bloomingdale*",1426,1259,125,14,12,0,10,6,23,11,4,8
"087204","Brook Hill*",1116,451,641,3,8,0,8,5,10,1,2,7
"087205","Canterbury*",565,560,4,0,1,0,0,0,0,0,0,0
"087206","Central Gardens*",2297,94,2176,6,2,1,8,10,16,1,7,8
"087207","Chamberlayne*",1548,864,641,6,21,3,7,6,15,6,3,6
"087208","East Highland Park*",1309,447,818,14,12,0,12,6,16,4,2,10
"087209","Fairfield*",2550,289,2188,17,9,0,35,12,51,13,7,31
"087210","Glen Lea*",1289,733,532,7,9,1,5,2,15,8,0,7
"087211","Greenwood*",1188,338,819,2,23,0,4,2,7,3,2,2
"087212","Highland Gardens*",2373,158,2170,10,7,2,10,16,25,9,7,9
"087213","Hungary*",1427,322,1050,10,26,1,13,5,16,6,2,8
"087214","Longdale*",1533,1158,305,12,37,3,15,3,30,12,4,14
"087215","Randolph*",308,24,284,0,0,0,0,0,2,0,2,0
"087216","Ratcliffe*",2471,394,2040,9,6,0,5,17,26,20,5,1
"087217","Upham*",116,94,20,0,1,1,0,0,0,0,0,0
"087218","Wilkinson*",457,288,159,1,9,0,0,0,2,2,0,0
"087219","Yellow Tavern*",2341,1745,441,14,99,0,34,8,60,23,2,35
"087220","Maplewood*",2053,394,1622,5,16,0,7,9,23,7,9,7
"087221","Chipplegate*",791,536,224,8,16,0,5,2,14,5,4,5
"087222","Landmark*",418,184,218,0,6,0,2,8,3,0,3,0
"087301","Cardinal*",467,234,104,4,100,0,19,6,51,31,6,14
"087302","Coalpit*",3573,2772,464,15,284,2,26,10,70,38,5,27
"087303","Crestview*",2947,2281,251,35,196,1,175,8,263,91,2,170
"087304","Freeman*",1882,1794,26,8,44,0,8,2,27,20,0,7
"087305","Innsbrook*",4716,3841,375,14,414,0,54,18,98,54,4,40
"087306","Jackson Davis*",2220,2058,103,7,43,1,6,2,26,19,1,6
"087307","Lauderdale*",2728,2512,111,8,80,1,13,3,50,36,3,11
"087308","Monument Hills*",1017,982,15,3,15,0,2,0,4,4,0,0
"087309","Ridge*",1843,1694,68,12,49,0,18,2,33,17,1,15
"087310","Sadler*",5372,4888,176,17,253,2,29,7,75,51,0,24
"087311","Cedarfield",4362,3922,166,6,235,0,28,5,63,48,0,15
"087312","Skipwith*",3221,2495,259,20,357,1,63,26,128,69,5,54
"087313","Three Chopt*",2566,2295,112,17,117,0,20,5,36,26,0,10
"087314","Tucker*",5771,4001,966,23,572,6,183,20,217,84,5,128
"087315","Westwood*",2163,1873,162,11,82,2,26,7,38,25,0,13
"087316","Causeway*",3992,3651,126,7,172,1,29,6,53,38,1,14
"087317","Stoney Run",3293,2909,96,6,263,3,12,4,66,51,0,15
"087401","Byrd*",2787,2494,133,5,131,2,17,5,55,40,3,12
"087402","Lakewood*",2495,2255,107,4,95,2,29,3,43,16,0,27
"087403","Derbyshire*",1644,1604,11,4,17,0,8,0,13,9,1,3
"087404","Gayton*",2952,2754,88,5,97,0,7,1,30,25,0,5
"087405","G0dwin*",2286,2163,56,3,51,1,11,1,22,14,0,8
"087406","Maybeury*",4064,3456,286,18,255,2,35,12,83,55,3,25
"087407","Mooreland*",1364,1313,2,6,41,0,2,0,12,12,0,0
"087408","Pemberton*",3322,2684,407,16,148,2,55,10,127,80,3,44
"087409","Pinchbeck*",3802,3169,311,15,231,2,56,18,135,67,10,58
"087410","Ridgefield*",2806,2524,54,14,195,0,16,3,42,34,0,8
"087411","Rollingwood*",1581,1571,8,0,1,0,1,0,11,8,2,1
"087412","Spottswood*",978,919,46,0,10,0,1,2,4,4,0,0
"087413","Tuckahoe*",3057,2951,48,3,48,0,7,0,7,4,0,3
"087414","West End*",3346,2772,384,11,125,1,41,12,84,48,6,30
"087501","Cedar Fork*",923,457,442,8,12,0,2,2,4,2,1,1
"087502","Chickahominy*",2409,2097,248,22,22,1,16,3,24,10,1,13
"087503","Donahoe*",2337,1737,536,30,9,0,19,6,36,14,5,17
"087504","Eanes*",2280,1255,983,16,7,0,15,4,23,11,4,8
"087505","Elko*",126,121,3,2,0,0,0,0,0,0,0,0
"087506","Fairmount*",157,72,79,3,1,0,2,0,5,3,0,2
"087507","Glen Echo*",619,98,499,2,8,0,7,5,2,0,1,1
"087508","Highland Springs*",1247,954,251,10,16,0,10,6,7,2,1,4
"087509","Laburnum*",2335,1538,698,29,24,1,41,4,57,11,4,42
"087510","Masonic*",666,419,230,7,1,0,5,4,3,0,1,2
"087511","Town Hall*",860,751,91,8,2,0,2,6,7,4,0,3
"087512","Montrose*",2870,1455,1297,27,50,0,32,9,36,0,7,29
"087513","Pleasants*",3306,1163,2012,39,31,1,38,22,59,20,6,33
"087514","Sandston*",1086,1022,27,14,7,1,12,3,24,9,2,13
"087515","Seven Pines*",1286,1237,22,14,2,0,6,5,15,7,0,8
"087516","Sullivans*",4237,1696,2455,40,17,2,9,18,24,12,4,8
"087517","Mehfoud*",1237,733,481,10,6,0,5,2,7,3,1,3
"087518","Whitlocks*",291,220,66,2,0,2,1,0,1,0,0,1
"087519","Nine Mile*",1564,1363,151,25,4,0,12,9,21,16,0,5
"087520","Dorey*",2921,2493,388,34,5,0,1,0,11,9,0,2
"087521","Antioch*",1683,1560,93,9,9,0,7,5,20,13,0,7
"089101","Bassett  2*",1429,981,390,2,3,0,52,1,87,34,2,51
"089102","Gunville*",2566,2398,100,15,4,0,44,5,171,125,0,46
"089103","Scott's Tanyard*",3650,3191,375,13,5,0,60,6,177,113,1,63
"089201","Fieldale*",1245,983,247,7,1,1,4,2,11,6,0,5
"089202","Horsepasture*",3729,2023,1668,10,7,0,13,8,22,4,5,13
"089204","Spencer*",2191,1808,369,5,2,0,4,3,6,3,0,3
"089302","Axton",1624,891,654,3,8,0,63,5,122,58,0,64
"089303","Irisburg*",2358,1446,875,16,3,0,13,5,60,41,3,16
"089304","Mount Olivet*",2238,1328,865,3,24,1,13,4,90,73,5,12
"089305","Mountain Valley",1181,662,486,4,8,0,17,4,28,9,1,18
"089401","Collinsville  1*",1656,1559,84,3,4,0,6,0,23,17,0,6
"089402","Daniels Creek*",2121,1725,315,5,15,0,59,2,193,134,0,59
"089404","Collinsville  2*",2547,2080,370,3,8,8,78,0,98,19,2,77
"089405","Mountain View*",1400,1000,374,4,10,0,6,6,16,7,1,8
"089501","Bassett  1",1460,977,409,0,0,3,69,2,94,25,3,66
"089502","Figsboro*",1601,1321,256,4,15,0,4,1,7,0,2,5
"089503","Stanleytown",2615,2448,70,11,11,0,72,3,109,35,2,72
"089504","Oak Level",917,699,213,3,1,0,0,1,3,2,0,1
"089505","Dyers Store*",903,629,262,2,4,0,4,2,8,1,3,4
"089601","Fontaine*",2086,1721,309,8,24,0,19,5,36,17,0,19
"089602","Hillcrest*",1229,750,456,3,4,0,11,5,24,13,0,11
"089603","Ridgeway*",4261,3672,536,18,13,0,15,7,42,25,3,14
"091001","Monterey",659,656,0,3,0,0,0,0,5,5,0,0
"091002","Straight Creek",164,163,0,1,0,0,0,0,0,0,0,0
"091003","Wilson's Mill",168,166,0,0,2,0,0,0,0,0,0,0
"091005","Blue Grass",194,194,0,0,0,0,0,0,0,0,0,0
"091006","Hevener's Store",144,144,0,0,0,0,0,0,0,0,0,0
"091007","Mill Gap",155,155,0,0,0,0,0,0,0,0,0,0
"091008","Mcdowell",321,319,1,1,0,0,0,0,0,0,0,0
"091009","Doe Hill",120,118,1,0,0,0,1,0,2,1,0,1
"091010","Headwaters",107,107,0,0,0,0,0,0,1,1,0,0
"093101","Smithfield",4800,3365,1363,28,24,1,13,6,36,18,6,12
"093202","Carrollton",5088,4275,733,21,33,1,14,11,51,37,1,13
"093301","Rushmere",1970,1133,806,11,5,0,4,11,13,9,3,1
"093302","Pons",2227,1248,949,9,2,4,10,5,11,2,1,8
"093401","Courthouse*",1224,748,461,5,4,0,2,4,4,1,1,2
"093402","Windsor*",2131,1683,416,15,4,0,10,3,25,11,2,12
"093403","Orbit*",751,531,210,2,1,0,5,2,5,1,0,4
"093501","Walters*",1078,967,96,5,7,0,1,2,0,0,0,0
"093502","Camps Mill*",622,271,347,2,0,1,0,1,2,0,2,0
"093503","Carrsville*",896,658,231,3,3,0,1,0,6,4,0,2
"093504","Zuni*",1397,1071,303,15,5,0,3,0,13,6,4,3
"095101","Berkeley A",4172,3177,848,12,82,2,34,17,92,60,5,27
"095102","Berkeley B",4812,4492,182,12,102,0,14,10,51,42,1,8
"095201","Jamestown A",3581,3403,91,8,49,5,19,6,42,25,0,17
"095202","Jamestown B",2930,2786,66,14,51,1,10,2,32,27,1,4
"095203","Jamestown C*",638,461,145,14,10,0,3,5,9,3,3,3
"095301","Powhatan A*",4816,4055,630,14,68,7,27,15,65,33,4,28
"095302","Powhatan B*",3216,2411,690,31,61,2,14,7,51,26,6,19
"095401","Stonehouse A*",3592,2842,681,22,24,0,15,8,30,16,0,14
"095402","Stonehouse B*",2770,2357,364,19,22,4,2,2,28,25,1,2
"095502","Roberts B*",2064,1866,145,2,42,0,5,4,20,13,1,6
"0955011","Roberts A Part 1*",2017,1727,216,5,52,2,13,2,41,26,1,14
"0955012","Roberts A Part 2*",2281,1243,929,30,38,2,15,24,53,32,5,16
"097101","Owenton*",1031,403,579,38,4,0,0,7,10,1,8,1
"097201","Clark's*",1095,835,230,16,6,0,5,3,10,7,0,3
"097301","Shackleford's*",963,620,335,1,4,0,1,2,9,6,2,1
"097401","Courthouse*",1013,552,442,9,2,1,1,6,4,1,2,1
"097501","Old Mill*",1021,787,211,18,1,0,1,3,3,2,0,1
"099101","Madison*",1769,1412,280,17,41,2,10,7,27,18,0,9
"099102","Passapatanzy*",1411,1231,147,25,4,0,4,0,12,9,0,3
"099201","Monroe*",3088,2659,378,11,28,1,9,2,28,19,1,8
"099301","Dahlgren*",2909,2131,641,30,60,4,27,16,75,47,4,24
"099401","Shiloh*",2955,2125,764,27,19,2,12,6,44,32,0,12
"101101","First*",1609,1246,326,10,14,0,10,3,30,13,4,13
"101201","Second-A",912,785,73,46,7,0,0,1,1,1,0,0
"101202","Second-B",942,788,124,24,3,0,2,1,7,5,0,2
"101301","Third",1753,1003,676,61,2,0,5,6,6,3,3,0
"101401","Fourth",2469,2137,279,30,8,0,7,8,11,5,0,6
"101501","Fifth",2028,1250,752,14,3,0,6,3,25,9,10,6
"103101","Precinct 1-1*",1897,1603,273,11,6,2,2,0,9,4,1,4
"103201","Precinct 2-1*",501,169,331,1,0,0,0,0,1,0,1,0
"103202","Precinct 2-2*",1305,549,734,10,5,3,0,4,6,3,3,0
"103301","Precinct 3-1*",2048,1877,149,1,11,1,4,5,9,8,0,1
"103401","Precinct 4-1*",1566,710,844,7,1,0,4,0,10,5,3,2
"103501","Precinct 5-1*",2058,1981,63,1,10,0,3,0,3,0,0,3
"105101","Elydale*",1000,997,0,3,0,0,0,0,3,3,0,0
"105102","Ewing",957,952,0,3,0,0,2,0,6,5,0,1
"105103","Rose Hill",1628,1609,7,8,2,0,2,0,4,2,0,2
"105201","Blackwater*",444,438,1,3,2,0,0,0,2,0,1,1
"105202","Flatwoods",1377,1361,3,8,1,1,3,0,9,8,0,1
"105203","North Jonesville",1041,1039,1,1,0,0,0,0,4,4,0,0
"105204","South Jonesville",1010,990,1,8,7,0,3,1,8,4,0,4
"105301","Ben Hur",1500,1480,3,14,2,1,0,0,3,3,0,0
"105302","West Pennington Gap",1106,1057,34,7,5,0,1,2,5,5,0,0
"105303","Woodway",1317,1292,2,15,7,0,1,0,8,8,0,0
"105401","Stickleyville",851,846,0,5,0,0,0,0,3,3,0,0
"105402","Jasper",524,517,0,0,6,0,0,1,0,0,0,0
"105403","Seminary",803,792,0,8,0,0,0,3,1,1,0,0
"105404","Dryden",1344,1324,7,10,3,0,0,0,1,0,0,1
"105501","Saint Charles",655,649,2,2,1,0,1,0,4,3,0,1
"105502","Stone Creek",703,691,1,6,2,1,0,2,6,4,0,2
"105503","East Pennington Gap",1342,1316,12,8,5,0,0,1,6,2,0,4
"105504","Robbins Chapel",242,239,1,1,1,0,0,0,0,0,0,0
"105505","Keokee",373,362,0,8,0,0,0,3,3,1,0,2
"107101","Sanders Corner",4579,4020,276,22,206,1,46,8,146,103,3,40
"107102","Ashburn Farm",6697,5643,451,17,451,2,103,30,251,162,5,84
"107103","Guilford*",4369,3288,354,34,340,8,327,18,519,185,8,326
"107104","Forest Ridge*",4543,3355,410,23,497,0,216,42,350,146,5,199
"107201","Simpson*",4422,3855,297,15,155,6,81,13,194,122,2,70
"107202","Middleburg",1513,1289,186,3,9,0,23,3,47,23,0,24
"107203","St Louis*",1325,1080,188,8,9,0,36,4,49,29,0,20
"107204","Aldie",1833,1659,137,8,13,2,13,1,29,17,0,12
"107205","Arcola*",5558,4799,283,25,316,2,101,32,254,161,8,85
"107301","Purcellville",2822,2526,237,5,22,1,28,3,52,31,1,20
"107302","Round Hill*",2302,2202,41,14,17,2,24,2,44,32,0,12
"107303","Hillsboro*",1489,1422,33,4,9,4,13,4,21,13,2,6
"107304","Hamilton*",2820,2700,61,12,21,0,23,3,53,36,0,17
"107305","Philomont",1313,1261,38,5,7,1,1,0,8,7,0,1
"107401","Lovettsville*",3046,2972,19,17,15,1,16,6,36,22,0,14
"107402","Waterford*",1787,1714,40,12,13,0,7,1,27,21,0,6
"107403","Lucketts",1383,1336,20,10,13,0,3,1,37,33,0,4
"107404","Between The Hills*",325,318,0,4,2,0,1,0,2,2,0,0
"107405","Greenway*",3389,3189,123,8,47,0,17,5,65,52,1,12
"107406","Balls Bluff",3333,2716,297,11,199,2,103,5,161,70,2,89
"107501","West Leesburg*",2771,2408,264,8,33,1,47,10,123,70,7,46
"107502","East Leesburg*",4470,3283,669,26,187,0,276,29,496,197,14,285
"107503","Dry Mill*",1347,1250,48,6,20,0,21,2,46,29,2,15
"107504","Oakcrest*",2961,2557,247,16,69,2,61,9,120,60,1,59
"107604","Sugarland North",3937,3286,250,21,282,6,75,17,172,103,6,63
"107605","Sugarland South",3305,2508,358,21,219,9,170,20,361,196,6,159
"107606","Seneca*",5221,3719,421,19,762,5,249,46,500,265,6,229
"107607","Lowes Island*",3210,2727,155,8,263,2,47,8,100,76,1,23
"107701","Sully*",3307,2352,330,17,356,2,228,22,440,215,6,219
"107702","Park View*",1568,1250,122,4,102,3,82,5,165,89,2,74
"107703","Rolling Ridge*",5062,3724,430,23,603,8,243,31,489,249,9,231
"107803","Farmwell Station*",5048,4224,319,24,350,3,103,25,249,149,7,93
"107804","Algonkian*",3879,3355,219,11,173,3,101,17,240,138,7,95
"107805","Ashburn Village*",5250,4250,409,13,408,3,149,18,274,141,7,126
"107806","Potomac",5877,4969,358,24,374,10,114,28,271,174,6,91
"107807","Cascades",2983,2202,243,10,406,3,97,22,281,191,1,89
"109101","Zion*",1070,905,146,3,9,0,5,2,6,2,0,4
"109102","Mechanicsville",1562,1266,275,10,6,0,2,3,11,9,0,2
"109103","Trevilians",456,373,74,5,0,0,1,3,0,0,0,0
"109201","Louisa*",2666,2061,555,12,9,0,13,16,29,11,2,16
"109301","Patrick Henry #1*",1412,680,718,3,1,0,2,8,11,3,8,0
"109302","Patrick Henry #2*",1277,857,397,9,2,0,3,9,3,0,0,3
"109401","Mineral*",1952,1681,239,12,14,0,5,1,12,8,0,4
"109402","Yanceyville*",641,445,191,4,1,0,0,0,2,2,0,0
"109501","Fredericks Hall",1206,761,422,9,3,1,3,7,13,8,3,2
"109502","Cuckoo",1589,1236,330,12,5,0,3,3,5,1,2,2
"109601","Bumpass*",1148,1048,87,11,1,0,1,0,9,7,0,2
"109602","Locust Creek*",1669,1416,232,9,6,0,4,2,3,1,1,1
"109701","Sheltons Mill*",1928,1611,295,15,3,0,3,1,16,14,0,2
"109702","South Anna*",796,629,161,3,1,2,0,0,1,1,0,0
"111101","Plymouth",1303,1135,144,11,2,0,7,4,19,11,1,7
"111201","Brown's Store",1309,995,273,2,3,1,34,1,56,17,3,36
"111301","Parham's Store",694,477,204,2,1,5,5,0,9,0,1,8
"111302","Mccoy Ghee's Store",734,231,489,5,1,0,3,5,4,1,0,3
"111401","Arrowhead Gun Club*",486,365,112,3,0,0,5,1,6,1,0,5
"111402","Pleasant Grove*",917,676,232,6,0,0,2,1,1,0,0,1
"111501","Reedy Creek",659,369,285,0,3,0,0,2,6,1,4,1
"111502","Peoples Community Center",1666,525,1114,2,11,0,14,0,30,12,4,14
"111601","Hound's Creek*",1269,502,731,3,5,3,17,8,46,21,7,18
"111701","Meherrin Fire Dept*",618,381,220,6,0,0,4,7,6,0,2,4
"111702","Courthouse*",688,540,140,3,1,0,3,1,6,2,1,3
"113001","Oak Park",1175,1006,131,2,20,1,12,3,27,14,2,11
"113002","Radiant*",1560,1237,300,4,7,0,7,5,10,5,0,5
"113003","Rochelle",766,669,94,2,0,0,1,0,3,2,1,0
"113004","Graves Mill",23,19,4,0,0,0,0,0,0,0,0,0
"113005","Madison",1853,1596,237,6,10,0,0,4,3,3,0,0
"113006","Wolftown",984,906,74,1,3,0,0,0,2,2,0,0
"113007","Brightwood",1653,1535,105,4,5,1,3,0,9,6,0,3
"113008","Criglersville",885,757,109,5,8,0,2,4,9,7,1,1
"113009","Etlan",604,566,33,4,1,0,0,0,4,4,0,0
"115001","Chesapeake*",1780,1595,158,4,4,0,15,4,24,9,0,15
"115002","Westville*",2623,2255,350,5,4,0,7,2,9,6,0,3
"115003","Piankatank*",2973,2643,287,19,11,0,9,4,17,11,1,5
"117101","Wright's Store*",725,315,404,2,1,1,0,2,1,0,0,1
"117102","Pearson's Store",279,220,59,0,0,0,0,0,0,0,0,0
"117103","South Clarksville",1680,836,824,6,4,1,8,1,19,5,7,7
"117201","Boydton",1640,655,970,5,2,0,4,4,7,1,1,5
"117202","Bluestone Senior High School",560,202,345,4,3,0,5,1,5,1,0,4
"117203","Chase City Vfw Post",634,175,441,0,6,0,12,0,14,2,0,12
"117301","Bracey*",1890,1586,287,7,1,0,5,4,12,6,0,6
"117302","Lacrosse",1634,996,611,9,2,2,10,4,27,20,0,7
"117401","American Legion Hall",2324,914,1360,10,18,0,19,3,44,19,10,15
"117402","Park View Middle School*",304,101,201,0,0,0,1,1,3,2,0,1
"117501","South Hill",2766,2018,693,9,36,0,7,3,33,20,4,9
"117601","Baskerville*",1932,1015,891,1,3,0,14,8,24,11,1,12
"117602","Union Level",828,565,255,2,3,0,1,2,11,5,4,2
"117603","Smith Crossroads*",321,199,119,0,2,1,0,0,5,2,3,0
"117701","Chase City*",1960,1333,599,14,2,1,7,4,24,8,9,7
"117702","Sunshine",457,310,142,5,0,0,0,0,0,0,0,0
"117801","Finchley",435,285,147,3,0,0,0,0,0,0,0,0
"117802","Bluestone",1527,1114,393,5,1,0,12,2,17,6,1,10
"117803","Chase City Elementary School*",829,428,396,1,3,0,0,1,4,2,2,0
"117901","Averett*",617,546,70,0,0,0,0,1,8,8,0,0
"117902","Buffalo Springs",615,522,90,1,1,0,1,0,1,1,0,0
"117903","Clarksville",1439,1223,199,4,3,0,9,1,8,2,0,6
"119101","Saluda*",1283,883,382,8,1,0,6,3,9,3,0,6
"119102","Urbanna*",1144,982,153,1,0,0,7,1,9,4,0,5
"119103","Harmony Village*",719,555,157,2,0,0,5,0,8,3,0,5
"119201","Freeshade*",1672,1404,257,5,3,0,1,2,6,5,0,1
"119202","New Market*",1847,1765,61,10,6,0,3,2,7,5,0,2
"119301","Waterview*",702,433,253,6,1,0,8,1,4,2,0,2
"119302","Immanuel*",656,348,302,1,2,0,0,3,1,0,1,0
"121101","A-1*",1585,1540,11,7,19,0,7,1,9,7,0,2
"121102","A-2",3722,3317,107,10,229,1,51,7,75,45,1,29
"121103","A-3*",3547,2975,257,11,249,0,43,12,74,40,8,26
"121201","B-1*",1550,1492,26,11,14,0,3,4,17,12,2,3
"121202","B-2*",4228,3836,327,20,27,0,11,7,38,26,3,9
"121203","B-3*",3560,3414,97,13,24,0,11,1,22,12,1,9
"121301","C-1",3533,3342,127,27,10,2,12,13,22,12,0,10
"121302","C-2",1409,1370,18,4,7,1,9,0,12,6,0,6
"121303","C-3*",969,958,3,4,1,0,3,0,7,5,1,1
"121304","C-4*",2132,2020,84,18,2,0,5,3,13,9,0,4
"121401","D-1*",2197,2109,61,8,5,2,11,1,22,13,0,9
"121402","D-2*",1808,1775,21,9,1,0,2,0,8,7,0,1
"1214031","D-3 Part 1",2450,2398,26,7,4,2,12,1,20,10,0,10
"1214032","D-3 Part 2",2,2,0,0,0,0,0,0,0,0,0,0
"121404","D-4*",1082,1073,6,1,1,0,1,0,9,8,0,1
"121405","D-5",2205,2081,78,12,16,1,12,5,22,8,1,13
"121501","E-1",11687,10367,401,46,687,14,135,37,230,98,11,121
"121502","E-2",800,748,45,4,3,0,0,0,8,6,2,0
"121601","F-1*",4307,3574,196,19,432,2,59,25,94,50,6,38
"121602","F-2*",4394,3566,189,10,443,3,114,69,99,67,4,28
"121701","G-1",3792,3386,118,16,236,7,22,7,58,42,4,12
"121702","G-2*",8330,7030,345,19,749,9,142,36,189,98,3,88
"125101","Rockfish*",3247,3002,205,11,10,4,9,6,21,14,2,5
"125201","Lovingston",2363,2008,305,8,10,3,18,11,56,36,2,18
"125202","Schuyler",737,651,66,7,1,0,9,3,16,4,0,12
"125301","Shipman",2128,1588,479,14,4,2,15,26,27,9,4,14
"125302","Gladstone",368,265,101,1,0,0,1,0,1,1,0,0
"125499","Roseland 401/Montebello 402",2469,1926,501,12,6,1,14,9,88,65,9,14
"127101","Black Creek*",1994,1766,172,31,16,0,6,3,11,7,0,4
"127201","Quinton*",1994,1827,96,25,18,0,23,5,25,11,0,14
"127301","Watkins*",1561,967,558,16,7,0,10,3,13,2,0,11
"127302","Cumberland*",711,306,388,6,10,0,1,0,3,1,1,1
"127401","Providence Forge*",836,725,70,30,1,0,10,0,11,2,0,9
"127402","Chickahominy River*",1097,979,81,29,4,1,0,3,6,5,0,1
"127501","Eltham*",1199,932,238,10,3,1,11,4,23,9,7,7
"127502","Courthouse*",707,610,82,12,1,0,1,1,12,8,3,1
"131101","Precinct 1-1",1833,866,905,4,3,1,45,9,67,22,1,44
"131201","Precinct 2-1",1371,917,414,2,4,0,31,3,36,4,0,32
"131301","Precinct 3-1*",1703,731,914,13,0,1,41,3,47,3,6,38
"131401","Precinct 4-1",1768,1231,471,3,4,0,55,4,72,17,1,54
"131501","Precinct 5-1*",1737,1197,488,10,6,1,34,1,48,11,6,31
"131601","Precinct 6-1*",1633,710,904,3,5,0,8,3,16,3,6,7
"133101","1a*",2123,1822,273,5,12,0,8,3,20,12,1,7
"133201","2a*",1823,1254,554,4,4,0,4,3,6,2,0,4
"133301","3a*",1138,531,604,2,0,0,1,0,14,6,7,1
"133302","3b*",684,208,466,5,1,0,2,2,5,0,3,2
"133401","4a*",650,582,62,1,0,0,5,0,19,10,4,5
"133402","4b*",1462,1294,155,6,4,0,1,2,5,3,0,2
"133501","5a*",2093,1848,234,4,2,0,3,2,6,3,1,2
"135101","Precinct 1-1",1380,884,475,3,2,1,9,6,20,10,0,10
"135102","Precinct 1-2",770,519,243,3,1,0,3,1,3,0,0,3
"135201","Precinct 2-1",1797,1461,312,10,4,2,5,3,8,7,0,1
"135202","Precinct 2-2*",488,395,87,1,1,0,3,1,4,2,0,2
"135302","Precinct 3-2*",575,350,223,2,0,0,0,0,1,0,1,0
"135401","Precinct 4-1*",1333,385,885,2,13,0,46,2,62,8,9,45
"135402","Precinct 4-2*",1047,664,348,5,7,0,23,0,27,1,2,24
"135501","Precinct 5-1*",2306,1533,723,3,13,0,29,5,34,4,0,30
"1353011","Precinct 3-1 Part 1",541,282,254,2,0,0,3,0,5,2,0,3
"1353012","Precinct 3-1 Part 2",1890,526,1346,5,11,0,2,0,8,0,4,4
"137101","One West*",2474,2169,281,10,11,0,3,0,26,23,1,2
"137102","One East*",933,674,233,7,2,0,14,3,32,12,4,16
"137201","Two West*",2287,1798,460,9,4,0,12,4,16,5,0,11
"137202","Two East*",1391,1006,372,6,1,0,4,2,18,12,4,2
"137301","Three*",3565,3013,517,11,11,0,12,1,34,21,0,13
"137401","Four*",4057,3504,499,30,9,2,6,7,43,29,0,14
"137501","Locust Grove*",1034,911,101,9,1,2,8,2,14,7,0,7
