"Precinct
Number","Precinct Name","Total
Population","White","Black","Am.
Ind","Asian","HawPI.","Other","Multi-
Race","Hisp.","Hisp.
White","Hisp.
Black","Hisp.
Other"
"083702","Midway",748,641,103,1,0,0,3,0,8,5,0,3
"083703","Virgilina",960,760,176,9,5,0,10,0,7,0,0,7
"083801","South Boston East*",2324,1521,757,9,14,0,17,6,44,18,7,19
"083802","South Boston West*",1918,872,1017,8,7,0,9,5,36,18,8,10
"085101","Ashland*",6376,4811,1406,39,50,0,47,23,114,51,9,54
"085102","South Ashland*",1169,923,221,8,10,0,3,4,17,13,2,2
"085103","Ashcake*",3020,2651,310,11,30,0,15,3,40,29,1,10
"085201","Beaverdam*",3635,3223,362,18,15,0,16,1,33,12,8,13
"085202","Blunts*",1652,1336,289,11,6,0,3,7,5,3,0,2
"085203","Wilmington Parish*",3031,2869,128,17,3,0,9,5,11,7,0,4
"085204","Goddin's Hill*",2149,1790,321,15,2,1,10,10,27,13,0,14
"085301","Clay*",3805,3552,162,25,48,0,12,6,42,29,0,13
"085302","Chickahominy*",4964,4583,223,22,98,1,18,19,63,48,0,15
"085303","Shady Grove*",2294,2144,102,11,28,0,8,1,8,1,1,6
"085304","Atlee*",3120,2941,124,7,26,0,18,4,19,11,1,7
"085305","Cool Spring*",2646,2359,176,1,80,1,21,8,24,13,0,11
"085401","Battlefield*",2173,2043,101,8,13,0,6,2,5,2,1,2
"085402","Old Church*",1895,1698,178,7,10,0,0,2,10,9,1,0
"085403","Cold Harbor",5191,4657,433,35,37,0,27,2,47,27,2,18
"085404","Black Creek",1601,1485,84,14,12,0,5,1,3,2,0,1
"085501","Courthouse*",1415,862,522,2,16,0,10,3,28,21,1,6
"085504","Studley",2190,2065,108,7,4,1,5,0,10,10,0,0
"085599","Rural Point 502/Newman 503",11848,10744,818,61,145,2,53,25,113,67,0,46
"085601","Village*",3652,3407,134,33,42,0,32,4,67,41,0,26
"085602","Stonewall Jackson*",3312,3147,99,28,25,0,13,0,21,15,0,6
"085603","Mechanicsville*",3908,3318,439,29,41,5,55,21,91,33,9,49
"085701","Farrington*",2676,2339,287,17,26,0,2,5,11,7,1,3
"085702","Montpelier*",4544,3599,888,29,16,0,2,10,20,16,2,2
"085703","Rockville*",2594,2296,265,7,21,0,2,3,7,3,0,4
"085704","Elmont*",1460,1400,32,16,6,0,4,2,11,6,2,3
"087101","Brookland*",1037,818,184,3,15,0,9,8,17,8,0,9
"087102","Dumbarton*",6776,3755,2022,40,589,6,262,102,431,129,37,265
"087103","Glen Allen*",4402,3888,366,10,101,2,23,12,50,24,2,24
"087104","Glenside*",3091,2094,758,11,139,2,64,23,98,37,11,50
"087105","Greendale*",2750,1819,570,17,215,0,102,27,141,56,5,80
"087106","Hermitage*",2341,1206,988,15,79,1,38,14,76,29,7,40
"087107","Hilliard*",1790,1601,123,19,22,0,17,8,26,15,2,9
"087108","Hunton*",1150,1090,35,10,5,3,7,0,17,7,0,10
"087109","Johnson*",3531,1973,707,31,520,4,238,58,471,236,25,210
"087110","Lakeside*",4239,3378,577,38,111,14,95,26,142,51,5,86
"087111","Longan*",4297,3202,440,22,540,5,66,22,88,41,11,36
"087112","Maude Trevvett*",4932,3848,787,37,199,2,39,20,79,49,1,29
"087113","Moody*",2819,2011,697,22,48,3,7,31,50,35,8,7
"087114","Staples Mill*",4924,3999,677,22,202,1,16,7,57,42,2,13
"087115","Stratford Hall*",750,680,52,5,4,0,7,2,10,6,0,4
"087116","Summit Court*",1892,1754,68,16,19,0,34,1,41,18,0,23
"087201","Adams*",4172,420,3672,20,13,1,26,20,60,9,31,20
"087202","Azalea*",5781,773,4733,32,95,3,89,56,161,34,35,92
"087203","Bloomingdale*",1761,1519,184,17,17,0,18,6,32,12,4,16
"087204","Brook Hill*",1302,478,799,3,9,0,8,5,11,1,3,7
"087205","Canterbury*",565,560,4,0,1,0,0,0,0,0,0,0
"087206","Central Gardens*",2938,99,2804,7,2,1,11,14,19,1,7,11
"087207","Chamberlayne*",1880,986,841,7,25,3,11,7,20,9,5,6
"087208","East Highland Park*",1764,519,1189,16,17,0,13,10,23,8,3,12
"087209","Fairfield*",3602,329,3169,24,12,0,48,20,72,17,12,43
"087210","Glen Lea*",1646,818,790,10,13,1,8,6,20,9,3,8
"087211","Greenwood*",1634,426,1150,5,33,0,12,8,16,7,2,7
"087212","Highland Gardens*",3800,201,3526,14,8,2,16,33,49,11,25,13
"087213","Hungary*",1971,417,1477,10,36,1,22,8,26,9,4,13
"087214","Longdale*",2062,1504,454,16,51,6,27,4,48,20,5,23
"087215","Randolph*",397,33,364,0,0,0,0,0,6,0,6,0
"087216","Ratcliffe*",3404,445,2904,13,6,0,10,26,35,21,9,5
"087217","Upham*",135,109,23,0,1,1,0,1,0,0,0,0
"087218","Wilkinson*",556,327,215,1,9,0,3,1,3,2,0,1
"087219","Yellow Tavern*",2924,2070,626,16,141,0,55,16,84,25,3,56
"087220","Maplewood*",2830,433,2345,7,18,0,9,18,32,7,13,12
"087221","Chipplegate*",989,617,326,13,22,0,9,2,22,5,8,9
"087222","Landmark*",511,199,292,0,7,0,2,11,3,0,3,0
"087301","Cardinal*",605,275,161,4,130,0,29,6,65,38,9,18
"087302","Coalpit*",5274,4088,687,27,407,2,50,13,108,54,8,46
"087303","Crestview*",3655,2746,345,53,249,1,251,10,381,131,5,245
"087304","Freeman*",2329,2211,43,10,52,0,9,4,33,25,0,8
"087305","Innsbrook*",6198,5060,471,17,552,0,79,19,124,68,4,52
"087306","Jackson Davis*",2667,2419,163,11,56,5,11,2,36,24,4,8
"087307","Lauderdale*",3560,3272,156,8,100,2,19,3,67,48,4,15
"087308","Monument Hills*",1200,1160,18,3,17,0,2,0,5,5,0,0
"087309","Ridge*",2238,2034,96,14,68,0,23,3,41,22,1,18
"087310","Sadler*",8140,7398,249,23,397,4,60,9,133,83,0,50
"087311","Cedarfield",5749,5174,215,7,312,1,31,9,79,59,1,19
"087312","Skipwith*",4095,3088,373,24,490,2,79,39,161,90,6,65
"087313","Three Chopt*",3075,2715,148,22,152,0,28,10,48,36,0,12
"087314","Tucker*",6593,4404,1236,29,667,6,224,27,275,103,15,157
"087315","Westwood*",2544,2152,219,15,108,2,36,12,55,34,0,21
"087316","Causeway*",6276,5771,180,8,249,1,54,13,96,65,3,28
"087317","Stoney Run",5096,4514,151,7,393,3,19,9,100,80,0,20
"087401","Byrd*",3641,3243,191,6,167,3,23,8,74,49,6,19
"087402","Lakewood*",3074,2758,137,6,126,4,40,3,55,17,0,38
"087403","Derbyshire*",2137,2083,12,5,25,0,12,0,18,12,1,5
"087404","Gayton*",3973,3695,128,9,131,0,9,1,44,35,0,9
"087405","G0dwin*",2979,2801,76,6,75,3,15,3,29,20,0,9
"087406","Maybeury*",5581,4736,384,24,353,4,55,25,127,85,5,37
"087407","Mooreland*",2018,1949,5,7,53,0,2,2,12,12,0,0
"087408","Pemberton*",4201,3303,580,16,197,3,86,16,172,103,7,62
"087409","Pinchbeck*",4804,3902,464,18,310,3,76,31,205,108,17,80
"087410","Ridgefield*",4174,3728,92,18,300,0,28,8,85,69,0,16
"087411","Rollingwood*",2157,2141,12,0,3,0,1,0,11,8,2,1
"087412","Spottswood*",1357,1281,58,0,12,0,2,4,5,4,0,1
"087413","Tuckahoe*",4314,4170,61,3,71,0,9,0,13,7,1,5
"087414","West End*",4541,3751,527,15,161,2,62,23,133,69,18,46
"087501","Cedar Fork*",1244,593,620,10,14,0,5,2,8,3,3,2
"087502","Chickahominy*",2948,2498,365,32,23,1,25,4,37,12,3,22
"087503","Donahoe*",3203,2302,808,40,11,0,24,18,46,16,6,24
"087504","Eanes*",3304,1611,1631,22,9,0,26,5,30,14,4,12
"087505","Elko*",176,165,5,6,0,0,0,0,0,0,0,0
"087506","Fairmount*",200,80,109,3,2,0,6,0,9,3,0,6
"087507","Glen Echo*",866,119,717,4,12,0,9,5,2,0,1,1
"087508","Highland Springs*",1627,1172,393,13,24,0,19,6,16,2,4,10
"087509","Laburnum*",3086,1904,1038,39,32,1,62,10,93,20,10,63
"087510","Masonic*",820,461,334,13,1,0,6,5,6,0,3,3
"087511","Town Hall*",1075,936,113,10,4,0,2,10,7,4,0,3
"087512","Montrose*",3810,1762,1895,35,57,0,49,12,64,8,14,42
"087513","Pleasants*",4968,1456,3302,58,43,2,70,37,91,28,7,56
"087514","Sandston*",1419,1304,58,18,10,1,25,3,43,12,5,26
"087515","Seven Pines*",1707,1624,37,23,2,0,12,9,26,9,0,17
"087516","Sullivans*",6160,2082,3935,61,29,2,18,33,53,22,18,13
"087517","Mehfoud*",1597,932,635,12,7,0,6,5,10,3,2,5
"087518","Whitlocks*",357,265,83,2,0,5,2,0,2,0,0,2
"087519","Nine Mile*",2146,1821,256,34,4,0,16,15,36,25,2,9
"087520","Dorey*",3810,3235,518,45,8,0,3,1,16,13,0,3
"087521","Antioch*",2187,2019,125,14,12,0,12,5,25,14,0,11
"089101","Bassett  2*",1805,1207,512,2,3,0,79,2,128,48,2,78
"089102","Gunville*",3383,3107,165,18,9,0,74,10,252,173,0,79
"089103","Scott's Tanyard*",4774,4093,542,19,16,0,92,12,249,153,2,94
"089201","Fieldale*",1572,1222,321,10,1,1,14,3,23,11,0,12
"089202","Horsepasture*",4777,2523,2192,15,8,0,24,15,41,5,8,28
"089204","Spencer*",2804,2303,481,5,2,0,8,5,8,3,0,5
"089302","Axton",2161,1157,891,6,12,0,90,5,171,82,0,89
"089303","Irisburg*",3174,1897,1219,23,4,0,24,7,95,62,4,29
"089304","Mount Olivet*",2917,1673,1173,3,38,1,25,4,120,92,7,21
"089305","Mountain Valley",1564,885,628,9,9,0,29,4,49,17,1,31
"089401","Collinsville  1*",2095,1945,126,3,7,0,13,1,37,25,0,12
"089402","Daniels Creek*",2756,2135,501,9,24,1,80,6,248,167,0,81
"089404","Collinsville  2*",3285,2564,581,4,13,17,105,1,129,28,4,97
"089405","Mountain View*",1768,1220,512,5,11,0,13,7,19,9,1,9
"089501","Bassett  1",1828,1194,539,0,0,3,90,2,126,34,5,87
"089502","Figsboro*",1962,1599,327,4,25,0,4,3,12,1,2,9
"089503","Stanleytown",3188,2979,95,13,14,0,82,5,128,43,3,82
"089504","Oak Level",1151,861,281,3,1,0,3,2,5,3,0,2
"089505","Dyers Store*",1156,807,334,2,4,0,7,2,13,2,4,7
"089601","Fontaine*",2698,2120,491,8,33,0,36,10,57,20,0,37
"089602","Hillcrest*",1556,891,635,3,5,0,13,9,26,14,0,12
"089603","Ridgeway*",5556,4736,740,21,23,1,27,8,66,39,4,23
"091001","Monterey",807,802,0,3,0,0,0,2,8,8,0,0
"091002","Straight Creek",208,204,0,1,3,0,0,0,0,0,0,0
"091003","Wilson's Mill",210,207,0,0,3,0,0,0,0,0,0,0
"091005","Blue Grass",242,242,0,0,0,0,0,0,0,0,0,0
"091006","Hevener's Store",186,184,1,0,1,0,0,0,1,0,1,0
"091007","Mill Gap",196,196,0,0,0,0,0,0,0,0,0,0
"091008","Mcdowell",399,397,1,1,0,0,0,0,0,0,0,0
"091009","Doe Hill",151,148,1,0,0,0,2,0,3,1,0,2
"091010","Headwaters",137,137,0,0,0,0,0,0,1,1,0,0
"093101","Smithfield",6567,4415,2039,42,39,1,20,11,61,28,15,18
"093202","Carrollton",6808,5728,967,27,46,2,21,17,72,52,1,19
"093301","Rushmere",2543,1457,1041,18,7,0,5,15,19,13,3,3
"093302","Pons",2980,1658,1277,14,3,4,17,7,14,3,1,10
"093401","Courthouse*",1639,1009,600,9,7,2,8,4,10,1,3,6
"093402","Windsor*",2910,2249,618,17,6,0,17,3,41,24,2,15
"093403","Orbit*",989,698,277,2,2,0,5,5,6,2,0,4
"093501","Walters*",1424,1276,130,5,10,0,1,2,1,1,0,0
"093502","Camps Mill*",791,343,444,2,0,1,0,1,2,0,2,0
"093503","Carrsville*",1216,896,311,3,3,0,3,0,6,4,0,2
"093504","Zuni*",1861,1401,431,16,5,0,8,0,22,10,5,7
"095101","Berkeley A",5040,3686,1149,20,103,5,54,23,122,74,10,38
"095102","Berkeley B",6420,5942,250,15,157,0,35,21,92,70,1,21
"095201","Jamestown A",4949,4681,128,9,78,6,33,14,70,40,3,27
"095202","Jamestown B",3661,3451,98,28,59,4,15,6,58,44,2,12
"095203","Jamestown C*",828,556,221,27,12,1,6,5,17,6,5,6
"095301","Powhatan A*",6234,5127,920,21,95,8,36,27,101,51,8,42
"095302","Powhatan B*",4442,3251,1020,44,84,4,28,11,89,45,11,33
"095401","Stonehouse A*",4866,3792,982,28,34,0,18,12,49,29,1,19
"095402","Stonehouse B*",3696,3117,513,23,29,6,5,3,48,41,2,5
"0955011","Roberts A Part 1*",2357,1981,268,8,70,7,18,5,61,40,2,19
"0955012","Roberts A Part 2*",3129,1687,1282,40,50,3,31,36,85,56,7,22
"095502","Roberts B*",2480,2196,213,2,57,0,5,7,24,17,1,6
"097101","Owenton*",1360,514,775,50,6,0,0,15,13,1,11,1
"097201","Clark's*",1391,1045,301,24,6,0,9,6,15,10,0,5
"097301","Shackleford's*",1245,778,453,1,5,0,1,7,22,9,8,5
"097401","Courthouse*",1320,730,564,12,2,1,4,7,4,1,2,1
"097501","Old Mill*",1314,992,291,25,2,0,1,3,4,2,0,2
"099101","Madison*",2570,2028,433,25,60,3,12,9,43,28,0,15
"099102","Passapatanzy*",1901,1664,196,27,4,0,10,0,21,16,0,5
"099201","Monroe*",4105,3511,522,16,37,1,16,2,44,29,1,14
"099301","Dahlgren*",4106,2946,963,48,76,4,43,26,132,84,10,38
"099401","Shiloh*",4121,2906,1108,42,30,5,18,12,61,42,1,18
"101101","First*",2154,1644,450,18,23,0,13,6,49,23,6,20
"101201","Second-A",1230,1045,110,62,11,0,0,2,1,1,0,0
"101202","Second-B",1249,1038,166,35,4,0,4,2,14,7,0,7
"101301","Third",2285,1306,877,78,5,0,8,11,10,3,4,3
"101401","Fourth",3440,2953,407,43,9,0,17,11,14,5,1,8
"101501","Fifth",2788,1717,1028,20,8,0,11,4,32,10,15,7
"103101","Precinct 1-1*",2272,1851,393,12,6,2,8,0,22,11,1,10
"103201","Precinct 2-1*",639,206,432,1,0,0,0,0,1,0,1,0
"103202","Precinct 2-2*",1752,676,1047,10,8,6,1,4,16,7,9,0
"103301","Precinct 3-1*",2463,2211,225,1,14,1,4,7,13,12,0,1
"103401","Precinct 4-1*",2006,824,1170,7,1,0,4,0,15,6,7,2
"103501","Precinct 5-1*",2435,2323,87,2,19,0,4,0,4,0,0,4
"105101","Elydale*",1285,1277,0,8,0,0,0,0,11,11,0,0
"105102","Ewing",1243,1238,0,3,0,0,2,0,13,12,0,1
"105103","Rose Hill",2121,2097,8,9,5,0,2,0,7,4,0,3
"105201","Blackwater*",558,549,2,4,3,0,0,0,3,0,1,2
"105202","Flatwoods",1759,1731,4,13,1,1,9,0,12,9,0,3
"105203","North Jonesville",1325,1321,2,2,0,0,0,0,5,5,0,0
"105204","South Jonesville",1264,1236,1,11,9,0,6,1,13,5,0,8
"105301","Ben Hur",1930,1898,9,20,2,1,0,0,4,4,0,0
"105302","West Pennington Gap",1365,1298,48,10,6,0,1,2,6,6,0,0
"105303","Woodway",1691,1655,6,19,10,0,1,0,11,11,0,0
"105401","Stickleyville",1149,1144,0,5,0,0,0,0,4,4,0,0
"105402","Jasper",687,677,1,2,6,0,0,1,0,0,0,0
"105403","Seminary",1078,1064,0,11,0,0,0,3,3,3,0,0
"105404","Dryden",1759,1736,9,10,4,0,0,0,3,2,0,1
"105501","Saint Charles",857,844,7,2,1,0,3,0,8,5,0,3
"105502","Stone Creek",955,941,1,7,2,1,0,3,8,5,0,3
"105503","East Pennington Gap",1739,1708,15,9,5,0,0,2,6,2,0,4
"105504","Robbins Chapel",322,319,1,1,1,0,0,0,0,0,0,0
"105505","Keokee",502,488,0,11,0,0,0,3,3,1,0,2
"107101","Sanders Corner",7453,6491,484,32,344,1,84,17,233,175,4,54
"107102","Ashburn Farm",10098,8497,692,20,678,2,160,49,395,256,10,129
"107103","Guilford*",5916,4373,517,40,479,9,464,34,787,311,15,461
"107104","Forest Ridge*",6085,4418,597,31,657,0,316,66,511,225,8,278
"107201","Simpson*",6157,5283,470,24,209,8,137,26,307,184,4,119
"107202","Middleburg",1868,1588,231,3,11,0,32,3,65,31,1,33
"107203","St Louis*",1724,1403,236,15,15,0,46,9,62,37,0,25
"107204","Aldie",2414,2167,191,13,13,2,23,5,43,21,0,22
"107205","Arcola*",7741,6630,439,34,433,2,154,49,392,248,11,133
"107301","Purcellville",4173,3755,317,9,48,1,38,5,86,52,4,30
"107302","Round Hill*",3259,3109,63,19,33,2,31,2,61,44,0,17
"107303","Hillsboro*",2104,1995,46,6,22,4,25,6,33,17,3,13
"107304","Hamilton*",4004,3827,81,16,40,0,36,4,83,55,0,28
"107305","Philomont",1827,1755,48,7,14,1,2,0,17,13,2,2
"107401","Lovettsville*",4226,4108,31,19,30,3,27,8,48,29,0,19
"107402","Waterford*",2462,2365,51,16,19,0,10,1,48,38,1,9
"107403","Lucketts",1945,1855,50,11,21,0,7,1,64,57,0,7
"107404","Between The Hills*",413,399,1,5,6,0,2,0,2,2,0,0
"107405","Greenway*",4903,4595,178,8,85,1,28,8,106,86,1,19
"107406","Balls Bluff",5124,4128,496,17,288,3,180,12,282,129,2,151
"107501","West Leesburg*",3607,3134,330,8,54,1,66,14,178,108,8,62
"107502","East Leesburg*",6220,4392,1063,33,272,0,402,58,703,272,18,413
"107503","Dry Mill*",1976,1823,77,6,40,0,27,3,63,42,3,18
"107504","Oakcrest*",4180,3593,352,20,110,2,90,13,176,90,2,84
"107604","Sugarland North",5544,4574,374,25,411,12,118,30,256,147,15,94
"107605","Sugarland South",4842,3584,564,28,342,9,271,44,578,301,14,263
"107606","Seneca*",7635,5433,611,26,1098,9,375,83,734,382,9,343
"107607","Lowes Island*",4680,3967,225,12,370,2,87,17,165,122,3,40
"107701","Sully*",4436,3079,478,26,488,4,329,32,639,306,13,320
"107702","Park View*",2109,1661,161,4,147,9,120,7,240,127,4,109
"107703","Rolling Ridge*",7144,5165,669,34,839,8,378,51,718,343,13,362
"107803","Farmwell Station*",7743,6439,497,35,550,7,170,45,401,236,13,152
"107804","Algonkian*",5496,4700,336,20,244,6,160,30,363,204,11,148
"107805","Ashburn Village*",7401,5923,633,18,565,4,227,31,416,208,12,196
"107806","Potomac",8354,7014,516,40,541,17,180,46,415,257,11,147
"107807","Cascades",4336,3197,358,20,584,5,131,41,419,292,1,126
"109101","Zion*",1462,1210,225,3,14,0,7,3,9,2,0,7
"109102","Mechanicsville",2046,1651,367,12,8,0,2,6,16,13,0,3
"109103","Trevilians",639,510,116,5,0,0,4,4,0,0,0,0
"109201","Louisa*",3560,2687,800,21,11,0,21,20,41,17,2,22
"109301","Patrick Henry #1*",1872,908,942,9,1,0,4,8,17,6,11,0
"109302","Patrick Henry #2*",1698,1110,555,18,2,0,3,10,3,0,0,3
"109401","Mineral*",2492,2112,336,18,18,0,7,1,18,12,0,6
"109402","Yanceyville*",852,587,260,4,1,0,0,0,3,2,1,0
"109501","Fredericks Hall",1555,978,547,11,4,1,4,10,22,13,3,6
"109502","Cuckoo",2169,1678,460,15,5,0,5,6,11,5,3,3
"109601","Bumpass*",1430,1293,114,16,5,0,2,0,14,10,0,4
"109602","Locust Creek*",2282,1923,326,18,8,0,5,2,6,1,3,2
"109701","Sheltons Mill*",2547,2162,357,19,4,0,4,1,19,16,0,3
"109702","South Anna*",1023,808,205,4,1,3,2,0,3,3,0,0
"111101","Plymouth",1675,1431,210,17,2,0,8,7,22,11,1,10
"111201","Brown's Store",1647,1216,380,2,4,1,42,2,67,19,3,45
"111301","Parham's Store",918,623,282,2,1,5,5,0,9,0,1,8
"111302","Mccoy Ghee's Store",976,309,650,5,1,0,4,7,6,1,0,5
"111401","Arrowhead Gun Club*",629,448,168,4,0,0,8,1,9,1,0,8
"111402","Pleasant Grove*",1183,842,330,6,0,0,4,1,3,0,0,3
"111501","Reedy Creek",859,468,377,0,5,0,1,8,12,2,6,4
"111502","Peoples Community Center",1842,565,1248,3,11,0,15,0,31,12,4,15
"111601","Hound's Creek*",1704,682,971,5,7,6,23,10,62,29,11,22
"111701","Meherrin Fire Dept*",807,493,293,7,0,0,4,10,7,0,3,4
"111702","Courthouse*",906,695,199,3,4,0,4,1,7,2,1,4
"113001","Oak Park",1595,1368,172,2,27,1,21,4,30,14,2,14
"113002","Radiant*",2079,1647,394,4,12,0,11,11,17,8,0,9
"113003","Rochelle",1028,894,129,2,0,0,2,1,5,2,3,0
"113004","Graves Mill",28,23,5,0,0,0,0,0,0,0,0,0
"113005","Madison",2426,2055,339,7,16,0,5,4,5,3,0,2
"113006","Wolftown",1255,1162,89,1,3,0,0,0,2,2,0,0
"113007","Brightwood",2162,1974,166,5,6,2,9,0,17,11,0,6
"113008","Criglersville",1152,992,138,6,8,0,4,4,11,9,1,1
"113009","Etlan",795,741,41,8,1,0,3,1,9,7,0,2
"115001","Chesapeake*",2237,2004,199,5,6,0,16,7,33,15,0,18
"115002","Westville*",3337,2846,469,7,4,0,8,3,12,9,0,3
"115003","Piankatank*",3633,3188,375,32,14,0,15,9,28,19,1,8
"117101","Wright's Store*",879,357,516,2,1,1,0,2,1,0,0,1
"117102","Pearson's Store",315,243,72,0,0,0,0,0,0,0,0,0
"117103","South Clarksville",2195,1015,1147,11,5,1,15,1,31,10,7,14
"117201","Boydton",1943,798,1119,5,5,0,11,5,13,1,1,11
"117202","Bluestone Senior High School",724,254,455,5,4,0,5,1,6,1,1,4
"117203","Chase City Vfw Post",848,219,601,0,7,0,16,5,20,4,0,16
"117301","Bracey*",2290,1884,378,8,1,0,8,11,18,7,0,11
"117302","Lacrosse",2147,1271,840,12,2,2,13,7,33,21,4,8
"117401","American Legion Hall",3053,1133,1852,15,19,0,28,6,62,24,16,22
"117402","Park View Middle School*",393,129,262,0,0,0,1,1,4,2,1,1
"117501","South Hill",3566,2480,1005,17,45,0,15,4,52,34,4,14
"117601","Baskerville*",2328,1274,1019,1,4,0,17,13,34,15,1,18
"117602","Union Level",1090,732,343,2,4,0,3,6,22,6,12,4
"117603","Smith Crossroads*",433,252,178,0,2,1,0,0,7,3,4,0
"117701","Chase City*",2568,1658,876,15,2,1,8,8,32,12,11,9
"117702","Sunshine",573,384,183,6,0,0,0,0,1,0,1,0
"117801","Finchley",541,350,188,3,0,0,0,0,0,0,0,0
"117802","Bluestone",2044,1406,609,5,1,0,21,2,26,9,1,16
"117803","Chase City Elementary School*",1115,551,554,2,6,0,1,1,5,2,2,1
"117901","Averett*",807,712,94,0,0,0,0,1,10,10,0,0
"117902","Buffalo Springs",757,624,128,1,3,0,1,0,1,1,0,0
"117903","Clarksville",1771,1455,286,8,5,0,15,2,15,2,0,13
"119101","Saluda*",1596,1097,477,8,1,0,10,3,11,3,2,6
"119102","Urbanna*",1386,1190,184,2,1,0,8,1,10,5,0,5
"119103","Harmony Village*",897,676,208,5,0,0,8,0,12,4,0,8
"119201","Freeshade*",2148,1775,360,5,3,0,3,2,8,5,0,3
"119202","New Market*",2178,2068,82,16,6,0,3,3,7,5,0,2
"119301","Waterview*",895,553,321,6,1,0,13,1,6,3,0,3
"119302","Immanuel*",832,438,386,3,2,0,0,3,1,0,1,0
"121101","A-1*",2126,2061,17,10,26,0,11,1,11,7,1,3
"121102","A-2",4158,3676,131,11,268,1,60,11,86,51,2,33
"121103","A-3*",4366,3626,346,11,308,0,58,17,104,60,11,33
"121201","B-1*",2059,1987,34,13,18,0,3,4,31,24,2,5
"121202","B-2*",5610,5059,455,32,31,1,22,10,66,39,8,19
"121203","B-3*",4755,4546,143,14,31,0,19,2,38,21,3,14
"121301","C-1",4659,4411,158,39,12,2,21,16,45,26,0,19
"121302","C-2",1854,1796,24,4,10,4,14,2,20,10,0,10
"121303","C-3*",1279,1263,5,4,1,0,5,1,9,5,2,2
"121304","C-4*",2801,2647,117,20,2,0,8,7,17,10,1,6
"121401","D-1*",2736,2610,86,10,6,2,21,1,29,15,0,14
"121402","D-2*",2431,2385,29,11,4,0,2,0,12,11,0,1
"1214031","D-3 Part 1",3337,3253,44,7,5,2,22,4,29,11,0,18
"1214032","D-3 Part 2",2,2,0,0,0,0,0,0,0,0,0,0
"121404","D-4*",1432,1419,8,1,3,0,1,0,11,10,0,1
"121405","D-5",2859,2687,110,16,23,1,17,5,30,13,1,16
"121501","E-1",12718,11327,437,53,709,14,140,38,246,109,11,126
"121502","E-2",1046,979,58,5,4,0,0,0,11,9,2,0
"121601","F-1*",4904,4061,234,20,487,4,70,28,119,62,9,48
"121602","F-2*",5203,4089,251,14,577,3,166,103,129,92,4,33
"121701","G-1",4362,3892,134,18,279,7,25,7,76,59,4,13
"121702","G-2*",8932,7494,412,22,808,9,149,38,202,107,3,92
"125101","Rockfish*",3993,3676,260,16,15,4,12,10,34,23,2,9
"125201","Lovingston",3056,2558,423,12,13,3,30,17,87,48,6,33
"125202","Schuyler",912,814,70,11,3,0,10,4,22,8,0,14
"125301","Shipman",2841,2124,621,21,5,3,27,40,46,13,6,27
"125302","Gladstone",497,342,151,1,0,0,2,1,1,1,0,0
"125499","Roseland 401/Montebello 402",3146,2425,657,17,8,1,24,14,115,81,10,24
"127101","Black Creek*",2726,2408,236,46,22,0,6,8,15,9,0,6
"127201","Quinton*",2703,2456,140,39,28,0,29,11,48,24,1,23
"127301","Watkins*",2083,1286,739,21,11,0,20,6,27,3,0,24
"127302","Cumberland*",892,412,456,8,15,0,1,0,7,4,2,1
"127401","Providence Forge*",1113,962,95,39,1,1,15,0,17,5,0,12
"127402","Chickahominy River*",1409,1253,105,35,9,1,0,6,10,5,0,5
"127501","Eltham*",1610,1238,326,14,5,1,18,8,38,18,10,10
"127502","Courthouse*",926,790,101,24,1,0,4,6,14,10,3,1
"131101","Precinct 1-1",2467,1158,1213,5,5,2,70,14,106,40,1,65
"131201","Precinct 2-1",1765,1099,613,2,8,0,40,3,49,6,2,41
"131301","Precinct 3-1*",2263,904,1277,13,1,1,63,4,74,5,9,60
"131401","Precinct 4-1",2230,1499,626,4,4,0,92,5,124,32,1,91
"131501","Precinct 5-1*",2263,1444,739,11,6,1,60,2,77,13,8,56
"131601","Precinct 6-1*",2105,873,1207,3,6,0,11,5,24,3,11,10
"133101","1a*",2539,2126,379,6,12,0,13,3,29,15,1,13
"133201","2a*",2337,1569,748,4,5,0,8,3,9,4,0,5
"133301","3a*",1535,642,888,4,0,0,1,0,22,7,14,1
"133302","3b*",940,262,658,5,2,0,9,4,14,0,6,8
"133401","4a*",767,670,87,3,0,0,7,0,22,11,4,7
"133402","4b*",1705,1469,216,7,5,0,4,4,10,3,0,7
"133501","5a*",2436,2111,313,4,2,0,3,3,8,5,1,2
"135101","Precinct 1-1",1753,1121,600,4,4,3,12,9,31,15,0,16
"135102","Precinct 1-2",1056,715,327,3,1,0,9,1,9,0,0,9
"135201","Precinct 2-1",2515,1948,531,11,6,2,13,4,19,17,1,1
"135202","Precinct 2-2*",661,536,115,1,1,0,7,1,13,6,1,6
"1353011","Precinct 3-1 Part 1",738,362,366,3,0,0,7,0,10,3,0,7
"1353012","Precinct 3-1 Part 2",2116,591,1498,9,15,0,2,1,8,0,4,4
"135302","Precinct 3-2*",738,422,313,3,0,0,0,0,5,0,5,0
"135401","Precinct 4-1*",1744,478,1188,4,20,0,52,2,72,11,10,51
"135402","Precinct 4-2*",1385,860,473,7,12,0,32,1,31,3,2,26
"135501","Precinct 5-1*",3019,1955,1001,3,15,0,40,5,50,10,1,39
"137101","One West*",3147,2760,357,10,14,0,6,0,34,28,1,5
"137102","One East*",1133,840,266,8,2,0,14,3,35,15,4,16
